name	index	count_reads	coverage_after	gene
ENST00000373381.9	0.0	0	0.0875589347826086	CSMD2
ENST00000619121.4	0.0	0	0.0875589347826086	CSMD2
ENST00000373388.7	0.0	0	0.0895046888888888	CSMD2
ENST00000370859.8	0.0	0	8.512508333333333	SLC44A5
ENST00000370855.5	0.0	0	7.760523888888889	SLC44A5
ENST00000370360.8	0.32900629133141535	9	27.3551	GLMN
ENST00000367669.8	0.02182334720607143	1	45.822485	COP1
ENST00000308769.12	0.03001490765425918	1	33.3167775	COP1
ENST00000303635.12	0.0	0	0.2494259444444444	CAMTA1
ENST00000700415.1	0.0	0	0.214643947368421	CAMTA1
ENST00000476864.2	0.0	0	0.2432061764705882	CAMTA1
ENST00000700417.1	0.0	0	0.2530428125	CAMTA1
ENST00000636203.1	0.0	0	36.72993366666667	KAZN
ENST00000359600.6	0.0	0	0.7281579230769231	ZSWIM5
ENST00000371839.6	0.0	0	0.4873882222222222	AGBL4
ENST00000371838.5	0.0	0	0.87641825	AGBL4
ENST00000371836.1	0.0	0	1.0	AGBL4
ENST00000493793.2	0.0	0	91.168425	EPS15
ENST00000371730.6	0.0	0	91.168425	EPS15
ENST00000371733.8	0.0	0	91.168425	EPS15
ENST00000706287.1	0.0	0	91.320825	EPS15
ENST00000706288.1	0.0	0	91.374675	EPS15
ENST00000706292.1	0.0	0	98.0049	EPS15
ENST00000443012.1	0.0	0	0.126888	ENSG00000226883
ENST00000329654.8	0.0	0	13.021817142857143	PDE4B
ENST00000341517.9	0.0	0	12.935024285714286	PDE4B
ENST00000423207.6	0.0	0	12.935595714285714	PDE4B
ENST00000420587.5	0.0	0	7.934827	GNG12-AS1
ENST00000413628.5	0.0	0	8.371741333333334	GNG12-AS1
ENST00000557284.7	0.0	0	0.4134367857142857	FPGT-TNNI3K
ENST00000370899.7	0.0	0	0.5261922727272728	FPGT-TNNI3K
ENST00000326637.8	0.0	0	0.4134367857142857	TNNI3K
ENST00000328299.4	0.0	0	1.1182595000000002	ST6GALNAC3
ENST00000370801.8	0.0	0	42.17773	ZZZ3
ENST00000370798.5	0.0	0	44.69779	ZZZ3
ENST00000370721.5	0.0	0	14.08153681818182	ADGRL2
ENST00000370723.5	0.0	0	14.081409545454546	ADGRL2
ENST00000370725.5	0.0	0	13.469174347826089	ADGRL2
ENST00000370727.5	0.0	0	14.00273818181818	ADGRL2
ENST00000370728.5	0.0	0	13.875464090909093	ADGRL2
ENST00000370730.5	0.0	0	14.453782857142857	ADGRL2
ENST00000370571.7	0.0	0	0.7861245	COL24A1
ENST00000645056.1	0.0	0	0.0269333333333333	PKN2-AS1
ENST00000370192.8	0.0	0	2.568603857142857	DPYD
ENST00000695767.1	0.0	0	2.241287777777778	PDE4DIP
ENST00000695768.1	0.0	0	41.26723079545455	PDE4DIP
ENST00000706647.1	0.0	0	43.17298764285714	PDE4DIP
ENST00000530472.5	0.0	0	4.007136666666667	PDE4DIP
ENST00000695794.1	0.0	0	39.42460595652174	PDE4DIP
ENST00000524974.5	0.0	0	40.373750533333336	PDE4DIP
ENST00000585156.5	0.0	0	39.49606030434783	PDE4DIP
ENST00000650631.1	0.0	0	16.724216666666667	LINC00970
ENST00000715525.1	0.0	0	15.033485714285714	LINC00970
ENST00000715526.1	0.0	0	19.28355714285714	LINC00970
ENST00000485254.3	0.0	0	0.4670233333333333	DNM3
ENST00000627582.3	0.0	0	0.3046007142857143	DNM3
ENST00000355305.9	0.0	0	0.3517666666666666	DNM3
ENST00000367731.5	0.0	0	0.3553675	DNM3
ENST00000432694.2	0.0	0	0.2708325	ENSG00000224228
ENST00000367649.8	0.0	0	70.50194666666667	RASAL2
ENST00000696605.1	0.0	0	70.08418666666667	RASAL2
ENST00000642319.1	0.0	0	59.867105	ACBD6
ENST00000367595.4	0.0	0	165.8665	ACBD6
ENST00000538004.5	0.0	0	214.339	NEK7
ENST00000367385.9	0.0	0	202.187	NEK7
ENST00000367007.5	0.0	0	0.2693582	KCNH1
ENST00000638498.1	0.0	0	0.2699436	KCNH1
ENST00000271751.10	0.0	0	0.1377875	KCNH1
ENST00000639952.1	0.0	0	0.13781125	KCNH1
ENST00000640044.1	0.0	0	0.2718275	KCNH1
ENST00000640566.1	0.0	0	0.543655	KCNH1
ENST00000669535.1	0.0	0	0.369287	LYPLAL1-DT
ENST00000687117.1	0.0	0	0.3117285	LYPLAL1-DT
ENST00000343846.7	0.0	0	0.3229088333333333	SUSD4
ENST00000484758.6	0.0	0	0.3277205	SUSD4
ENST00000366878.9	0.0	0	0.3237368333333333	SUSD4
ENST00000494793.6	0.0	0	0.226924	SUSD4
ENST00000681669.1	0.0	0	0.3237368333333333	SUSD4
ENST00000681305.1	0.0	0	0.3237368333333333	SUSD4
ENST00000681285.1	0.0	0	0.3251491666666666	SUSD4
ENST00000680429.1	0.0	0	0.3252208333333333	SUSD4
ENST00000344029.6	0.0	0	0.3847633333333333	SUSD4
ENST00000366669.9	0.0	0	43.733693333333335	COG2
ENST00000366668.7	0.0	0	43.751646666666666	COG2
ENST00000534989.1	0.0	0	43.73789333333333	COG2
ENST00000602956.5	0.0	0	7.296525	TSNAX-DISC1
ENST00000439617.8	0.0	0	8.98187	DISC1
ENST00000628350.2	0.0	0	0.836041	DISC1
ENST00000535983.5	0.0	0	4.48305	DISC1
ENST00000366637.8	0.0	0	9.3060225	DISC1
ENST00000622252.4	0.0	0	8.98337	DISC1
ENST00000630181.2	0.0	0	29.2213	SMYD3
ENST00000490107.6	0.0	0	29.39765	SMYD3
ENST00000648019.1	0.0	0	0.0577776666666666	ENSG00000293331
ENST00000690803.1	0.0	0	12.846433571428571	GRHL3
ENST00000337495.9	0.0	0	38.46152307692308	SCMH1
ENST00000372596.5	0.0	0	36.524478571428574	SCMH1
ENST00000372597.5	0.0	0	37.328715384615386	SCMH1
ENST00000695335.1	0.0	0	37.36459285714286	SCMH1
ENST00000695336.1	0.0	0	33.73180833333333	SCMH1
ENST00000606738.3	0.0	0	0.5446476	TRABD2B
ENST00000371847.8	0.0	0	5.45109	SPATA6
ENST00000396199.7	0.0	0	5.451575	SPATA6
ENST00000371843.7	0.0	0	5.8932850000000006	SPATA6
ENST00000287727.8	0.0	0	13.618729111111112	ZFYVE9
ENST00000371591.2	0.0	0	12.562248631578948	ZFYVE9
ENST00000357206.6	0.0	0	13.337795529411764	ZFYVE9
ENST00000641611.1	0.0	0	1.0116578571428572	ENSG00000260971
ENST00000641155.1	0.0	0	0.776165	ENSG00000260971
ENST00000641177.1	0.0	0	0.1704833333333333	ENSG00000260971
ENST00000641942.1	0.0	0	0.51652	ENSG00000260971
ENST00000642129.1	0.0	0	0.51652	ENSG00000284686
ENST00000641502.1	0.0	0	0.263483	ENSG00000260971
ENST00000641594.1	0.0	0	0.2670845	ENSG00000260971
ENST00000371218.8	0.0	0	9.85746	FGGY
ENST00000303721.12	0.0	0	9.84054	FGGY
ENST00000371212.5	0.0	0	9.846082	FGGY
ENST00000371210.1	0.0	0	9.846082	FGGY
ENST00000371059.7	0.0	0	11.32558294117647	LEPR
ENST00000371060.7	0.0	0	12.047941764705882	LEPR
ENST00000349533.11	0.0	0	11.33222111764706	LEPR
ENST00000344610.12	0.0	0	11.32558294117647	LEPR
ENST00000616738.4	0.0	0	12.053335882352942	LEPR
ENST00000643361.1	0.0	0	0.2405583333333333	ENSG00000285407
ENST00000651989.2	0.0	0	0.0445764626315789	LRRC7
ENST00000310961.9	0.0	0	0.0465560666666666	LRRC7
ENST00000415775.2	0.0	0	0.0021799466666666	LRRC7
ENST00000370895.5	0.0	0	0.9646858333333334	FPGT-TNNI3K
ENST00000263187.4	0.0	0	0.4259383333333333	MSH4
ENST00000477717.6	0.0	0	0.2742586666666666	ST6GALNAC5
ENST00000370758.5	0.0	0	3.78838	PTGFR
ENST00000370742.4	0.0	0	11.23463125	ADGRL4
ENST00000671209.1	0.0	0	12.113727142857144	ADGRL4
ENST00000661030.1	0.0	0	11.30467875	ADGRL4
ENST00000655029.1	0.0	0	11.74295125	ADGRL4
ENST00000656841.1	0.0	0	11.93946125	ADGRL4
ENST00000426972.8	0.0	0	9.819398333333334	DDAH1
ENST00000316005.11	0.0	0	40.62492	PKN2
ENST00000370521.8	0.0	0	51.360347619047616	PKN2
ENST00000370513.9	0.0	0	53.183315	PKN2
ENST00000370453.5	0.0	0	18.4162	ENSG00000271949
ENST00000370440.5	0.0	0	38.07354	ZNF644
ENST00000347275.9	0.0	0	40.8215	ZNF644
ENST00000337393.10	0.0	0	38.10256	ZNF644
ENST00000361321.5	0.0	0	42.7545	ZNF644
ENST00000370425.8	0.0	0	0.956463	HFM1
ENST00000706885.1	0.0	0	51.2667	EVI5
ENST00000684568.2	0.0	0	51.2667	EVI5
ENST00000370331.5	0.0	0	51.2667	EVI5
ENST00000706867.1	0.0	0	31.6591	EVI5
ENST00000706868.1	0.0	0	37.1067	EVI5
ENST00000706843.1	0.0	0	42.0222	EVI5
ENST00000540033.3	0.0	0	42.0222	EVI5
ENST00000615519.4	0.0	0	86.8456	DIPK1A
ENST00000613902.4	0.0	0	99.48856666666669	DIPK1A
ENST00000616709.4	0.0	0	110.13306666666666	DIPK1A
ENST00000370310.5	0.0	0	107.213425	DIPK1A
ENST00000370214.9	0.032758601862872494	3	91.579	ABCD3
ENST00000634870.1	0.0	0	16.462623400000002	SLC44A3-AS1
ENST00000635184.1	0.0	0	14.228353333333333	SLC44A3-AS1
ENST00000418366.2	0.0	0	26.27844	SLC44A3-AS1
ENST00000634861.1	0.0	0	19.836466666666663	SLC44A3-AS1
ENST00000370203.9	0.0	0	8.90059	TLCD4
ENST00000604534.5	0.0	0	16.340429999999998	TLCD4-RWDD3
ENST00000425113.1	0.0	0	0.0485577	PLPPR5-AS1
ENST00000370112.8	0.0	0	48.4445	SLC30A7
ENST00000357650.9	0.0	0	47.5588	SLC30A7
