name	index	count_reads	coverage_after	gene
ENST00000370859.8	0.0	0	30.703405555555555	SLC44A5
ENST00000370855.5	0.0	0	27.9685	SLC44A5
ENST00000370360.8	0.2305617252165359	10	43.37233333333333	GLMN
ENST00000367669.8	0.05456296429672432	4	73.3098	COP1
ENST00000308769.12	0.06552030699539843	4	61.049775	COP1
ENST00000303635.12	0.0	0	0.1749395722222222	CAMTA1
ENST00000700415.1	0.0	0	0.1764794894736842	CAMTA1
ENST00000476864.2	0.0	0	0.2002689	CAMTA1
ENST00000700417.1	0.0	0	0.21014551875	CAMTA1
ENST00000636203.1	0.0	0	31.80397213333333	KAZN
ENST00000359600.6	0.0	0	0.6278076153846154	ZSWIM5
ENST00000371839.6	0.0	0	0.4929271111111111	AGBL4
ENST00000371838.5	0.0	0	0.55314975	AGBL4
ENST00000493793.2	0.0	0	99.89345	EPS15
ENST00000371730.6	0.0	0	99.89345	EPS15
ENST00000371733.8	0.0	0	99.89345	EPS15
ENST00000706287.1	0.0	0	100.082125	EPS15
ENST00000706288.1	0.0	0	100.14885	EPS15
ENST00000706292.1	0.0	0	107.748725	EPS15
ENST00000329654.8	0.0	0	8.30141	PDE4B
ENST00000341517.9	0.0	0	8.239481428571429	PDE4B
ENST00000423207.6	0.0	0	8.239902857142857	PDE4B
ENST00000420587.5	0.0	0	6.5405120000000005	GNG12-AS1
ENST00000413628.5	0.0	0	5.9286705	GNG12-AS1
ENST00000557284.7	0.0	0	0.3555687857142857	FPGT-TNNI3K
ENST00000370899.7	0.0	0	0.4525420909090909	FPGT-TNNI3K
ENST00000326637.8	0.0	0	0.3555687857142857	TNNI3K
ENST00000328299.4	0.0	0	0.796234	ST6GALNAC3
ENST00000370801.8	0.0	0	46.15367	ZZZ3
ENST00000370798.5	0.0	0	50.0449	ZZZ3
ENST00000370721.5	0.0	0	9.306858409090909	ADGRL2
ENST00000370723.5	0.0	0	9.034776590909091	ADGRL2
ENST00000370725.5	0.0	0	8.641960217391304	ADGRL2
ENST00000370727.5	0.0	0	9.001210136363635	ADGRL2
ENST00000370728.5	0.0	0	8.8764675	ADGRL2
ENST00000370730.5	0.0	0	9.263991571428573	ADGRL2
ENST00000370571.7	0.0	0	0.05971925	COL24A1
ENST00000656153.1	0.0	0	0.0789474	ARHGAP29-AS1
ENST00000370192.8	0.0	0	0.2093002857142857	DPYD
ENST00000648951.1	0.0	0	37.048544444444445	LINC01709
ENST00000657394.1	0.0	0	29.03841428571429	LINC01709
ENST00000695767.1	0.0	0	143.20598444444445	PDE4DIP
ENST00000695768.1	0.0	0	150.43895402272727	PDE4DIP
ENST00000706647.1	0.0	0	160.93193333333332	PDE4DIP
ENST00000530472.5	0.0	0	167.66931666666667	PDE4DIP
ENST00000695794.1	0.0	0	149.94449297826088	PDE4DIP
ENST00000524974.5	0.0	0	151.98482615555557	PDE4DIP
ENST00000620605.4	0.0	0	115.30191	PDE4DIP
ENST00000585156.5	0.0	0	150.06420819565218	PDE4DIP
ENST00000650631.1	0.0	0	12.06505	LINC00970
ENST00000715525.1	0.0	0	11.031985714285716	LINC00970
ENST00000715526.1	0.0	0	13.339542857142858	LINC00970
ENST00000485254.3	0.0	0	0.452013	DNM3
ENST00000627582.3	0.0	0	0.4274351428571428	DNM3
ENST00000355305.9	0.0	0	0.4985313333333333	DNM3
ENST00000367731.5	0.0	0	0.4986743333333333	DNM3
ENST00000432694.2	0.0	0	0.020833325	ENSG00000224228
ENST00000367649.8	0.021138395612683714	1	47.30728	RASAL2
ENST00000696605.1	0.021272504182174322	1	47.00904	RASAL2
ENST00000642319.1	0.0	0	52.553925	ACBD6
ENST00000367595.4	0.0	0	130.1975	ACBD6
ENST00000538004.5	0.0	0	194.714	NEK7
ENST00000367385.9	0.0	0	185.443	NEK7
ENST00000367007.5	0.0	0	0.287964	KCNH1
ENST00000638498.1	0.0	0	0.287964	KCNH1
ENST00000271751.10	0.0	0	0.16344825	KCNH1
ENST00000639952.1	0.0	0	0.1634765	KCNH1
ENST00000640044.1	0.0	0	0.307625	KCNH1
ENST00000640566.1	0.0	0	0.61525	KCNH1
ENST00000687117.1	0.0	0	0.0900205	LYPLAL1-DT
ENST00000343846.7	0.0	0	0.398377	SUSD4
ENST00000484758.6	0.0	0	0.3993608333333333	SUSD4
