name	index	count_reads	coverage_after	gene
ENST00000373381.9	0.0	0	0.0053951195652173	CSMD2
ENST00000619121.4	0.0	0	0.0053867067391304	CSMD2
ENST00000373388.7	0.0	0	0.0054200444444444	CSMD2
ENST00000370859.8	0.0	0	6.832891111111112	SLC44A5
ENST00000370855.5	0.0	0	6.172981111111112	SLC44A5
ENST00000370360.8	0.304727631540761	7	22.97133333333333	GLMN
ENST00000367669.8	0.0	0	26.6162	COP1
ENST00000308769.12	0.0	0	19.61346	COP1
ENST00000303635.12	0.0	0	0.2185942222222222	CAMTA1
ENST00000700415.1	0.0	0	0.2062254210526315	CAMTA1
ENST00000476864.2	0.0	0	0.2307424705882353	CAMTA1
ENST00000700417.1	0.0	0	0.2439798125	CAMTA1
ENST00000636203.1	0.0	0	22.275423266666667	KAZN
ENST00000359600.6	0.0	0	1.567871076923077	ZSWIM5
ENST00000371839.6	0.0	0	0.8451247777777777	AGBL4
ENST00000371838.5	0.0	0	1.16392025	AGBL4
ENST00000371836.1	0.0	0	1.87805	AGBL4
ENST00000493793.2	0.0	0	62.14495	EPS15
ENST00000371730.6	0.0	0	62.14495	EPS15
ENST00000371733.8	0.0	0	62.14495	EPS15
ENST00000706287.1	0.0	0	62.2518	EPS15
ENST00000706288.1	0.0	0	62.289575	EPS15
ENST00000706292.1	0.0	0	66.65295	EPS15
ENST00000329654.8	0.0	0	6.916804	PDE4B
ENST00000341517.9	0.0	0	6.864046857142857	PDE4B
ENST00000423207.6	0.0	0	6.864368285714286	PDE4B
ENST00000420587.5	0.16533311729806005	1	6.048395	GNG12-AS1
ENST00000413628.5	0.18892779227011383	1	5.2930275	GNG12-AS1
ENST00000328299.4	0.0	0	0.6662665000000001	ST6GALNAC3
ENST00000370801.8	0.0	0	24.572	ZZZ3
ENST00000370798.5	0.0	0	26.09407	ZZZ3
ENST00000370721.5	0.0	0	9.424054363636364	ADGRL2
ENST00000370723.5	0.0	0	9.491860727272726	ADGRL2
ENST00000370725.5	0.0	0	9.122649391304348	ADGRL2
ENST00000370727.5	0.0	0	9.507595	ADGRL2
ENST00000370728.5	0.0	0	9.309869818181818	ADGRL2
ENST00000370730.5	0.0	0	9.722061428571427	ADGRL2
ENST00000370571.7	0.0	0	1.467491	COL24A1
ENST00000370192.8	0.0	0	1.586302	DPYD
ENST00000695767.1	0.0	0	1.7378888888888888	PDE4DIP
ENST00000695768.1	0.0	0	24.39106909090909	PDE4DIP
ENST00000706647.1	0.0	0	25.49153833333333	PDE4DIP
ENST00000530472.5	0.0	0	2.6068333333333333	PDE4DIP
ENST00000695794.1	0.0	0	23.295633760869567	PDE4DIP
ENST00000524974.5	0.0	0	23.832562733333333	PDE4DIP
ENST00000585156.5	0.0	0	23.34199028260869	PDE4DIP
ENST00000650631.1	0.0	0	3.972718333333333	LINC00970
ENST00000715525.1	0.0	0	3.650907142857143	LINC00970
ENST00000715526.1	0.0	0	4.616701428571429	LINC00970
ENST00000485254.3	0.0	0	0.8189316666666667	DNM3
ENST00000627582.3	0.0	0	0.7427165714285715	DNM3
ENST00000355305.9	0.0	0	0.87658	DNM3
ENST00000367731.5	0.0	0	0.8665026666666666	DNM3
ENST00000367649.8	0.025330910347322242	1	39.47746	RASAL2
ENST00000696605.1	0.025481515708505053	1	39.24413333333333	RASAL2
ENST00000642319.1	0.0	0	38.417955	ACBD6
ENST00000367595.4	0.0	0	92.51375	ACBD6
ENST00000538004.5	0.0	0	150.839	NEK7
ENST00000367385.9	0.0	0	138.154	NEK7
ENST00000367007.5	0.0	0	0.1323018	KCNH1
ENST00000638498.1	0.0	0	0.1334844	KCNH1
ENST00000271751.10	0.0	0	0.04334025	KCNH1
ENST00000639952.1	0.0	0	0.04334775	KCNH1
ENST00000640044.1	0.0	0	0.05878925	KCNH1
ENST00000640566.1	0.0	0	0.1175785	KCNH1
ENST00000669535.1	0.0	0	0.0795245	LYPLAL1-DT
ENST00000687117.1	0.0	0	0.5447531	LYPLAL1-DT
ENST00000343846.7	0.0	0	0.5337091666666667	SUSD4
ENST00000484758.6	0.0	0	0.5294543333333334	SUSD4
ENST00000366878.9	0.0	0	0.5345311666666667	SUSD4
ENST00000494793.6	0.0	0	0.4258148333333333	SUSD4
ENST00000681669.1	0.0	0	0.5345311666666667	SUSD4
ENST00000681305.1	0.0	0	0.5345311666666667	SUSD4
ENST00000681285.1	0.0	0	0.5359328333333333	SUSD4
ENST00000680429.1	0.0	0	0.5360039999999999	SUSD4
ENST00000344029.6	0.0	0	0.177193	SUSD4
ENST00000366669.9	0.0	0	26.464126666666665	COG2
ENST00000366668.7	0.0	0	26.48137333333333	COG2
ENST00000534989.1	0.0	0	26.466653333333333	COG2
ENST00000602956.5	0.0	0	3.9175055	TSNAX-DISC1
ENST00000439617.8	0.0	0	5.3466075	DISC1
ENST00000628350.2	0.0	0	0.454948	DISC1
ENST00000535983.5	0.0	0	1.55932	DISC1
ENST00000366637.8	0.0	0	5.3049625	DISC1
ENST00000622252.4	0.0	0	5.3473475	DISC1
ENST00000630181.2	0.0	0	11.69861	SMYD3
ENST00000490107.6	0.0	0	11.80846	SMYD3
ENST00000648019.1	0.0	0	0.1022223333333333	ENSG00000293331
ENST00000690803.1	0.0	0	6.614180714285714	GRHL3
ENST00000337495.9	0.0	0	28.37569923076923	SCMH1
ENST00000372596.5	0.0	0	26.816890714285712	SCMH1
ENST00000372597.5	0.0	0	27.394682307692307	SCMH1
ENST00000695335.1	0.0	0	27.07381357142857	SCMH1
ENST00000695336.1	0.0	0	26.353299166666663	SCMH1
ENST00000606738.3	0.0	0	0.6147118	TRABD2B
ENST00000371847.8	0.0	0	2.418265	SPATA6
ENST00000396199.7	0.0	0	2.41848	SPATA6
ENST00000371843.7	0.0	0	2.196085	SPATA6
ENST00000287727.8	0.0	0	6.471486666666666	ZFYVE9
ENST00000371591.2	0.0	0	5.93659	ZFYVE9
ENST00000357206.6	0.0	0	6.322616470588235	ZFYVE9
ENST00000641611.1	0.0	0	1.890522	ENSG00000260971
ENST00000641155.1	0.0	0	2.24128	ENSG00000260971
ENST00000641177.1	0.0	0	1.128207	ENSG00000260971
ENST00000641942.1	0.0	0	1.45815	ENSG00000260971
ENST00000642129.1	0.0	0	1.45815	ENSG00000284686
ENST00000641502.1	0.0	0	0.74382	ENSG00000260971
ENST00000641594.1	0.0	0	0.753985	ENSG00000260971
ENST00000371218.8	0.0	0	11.154558	FGGY
ENST00000303721.12	0.0	0	11.130144	FGGY
ENST00000371212.5	0.0	0	11.138138	FGGY
ENST00000371210.1	0.0	0	11.138138	FGGY
ENST00000371059.7	0.0	0	3.297262411764706	LEPR
ENST00000371060.7	0.0	0	3.471718882352941	LEPR
ENST00000349533.11	0.0	0	3.297262411764706	LEPR
ENST00000344610.12	0.0	0	3.297262411764706	LEPR
ENST00000616738.4	0.0	0	3.4731859411764705	LEPR
ENST00000643361.1	0.0	0	0.2360426666666666	ENSG00000285407
ENST00000651989.2	0.0	0	0.4881784421052632	LRRC7
ENST00000310961.9	0.0	0	0.5310626888888889	LRRC7
ENST00000415775.2	0.0	0	0.6581426933333333	LRRC7
ENST00000370895.5	0.0	0	0.0480941666666666	FPGT-TNNI3K
ENST00000263187.4	0.0	0	0.2898715	MSH4
ENST00000477717.6	0.0	0	0.2257666666666666	ST6GALNAC5
ENST00000370758.5	0.0	0	1.4910215	PTGFR
ENST00000370742.4	0.0	0	5.63023875	ADGRL4
ENST00000671209.1	0.0	0	5.398824285714285	ADGRL4
ENST00000661030.1	0.0	0	5.65367125	ADGRL4
ENST00000655029.1	0.0	0	5.82723625	ADGRL4
ENST00000656841.1	0.0	0	5.899255	ADGRL4
ENST00000426972.8	0.0	0	7.6860565	DDAH1
ENST00000699483.1	0.0	0	0.0846605	CLCA4-AS1
ENST00000456587.1	0.0	0	0.294032	CLCA4-AS1
ENST00000650379.1	0.0	0	0.4611866666666666	CLCA4-AS1
ENST00000316005.11	0.0	0	20.960673	PKN2
ENST00000370521.8	0.0	0	25.04509047619048	PKN2
ENST00000370513.9	0.0	0	25.06739	PKN2
ENST00000370453.5	0.0	0	9.638705	ENSG00000271949
ENST00000370440.5	0.0	0	19.907668	ZNF644
ENST00000347275.9	0.0	0	21.21481333333333	ZNF644
ENST00000337393.10	0.0	0	19.926748	ZNF644
ENST00000361321.5	0.0	0	22.82178	ZNF644
ENST00000370425.8	0.0	0	1.803920222222222	HFM1
ENST00000706885.1	0.0	0	33.2365	EVI5
ENST00000684568.2	0.0	0	33.2365	EVI5
ENST00000370331.5	0.0	0	33.2365	EVI5
ENST00000706867.1	0.0	0	18.6363	EVI5
ENST00000706868.1	0.0	0	19.9727	EVI5
ENST00000706843.1	0.0	0	23.1424	EVI5
ENST00000540033.3	0.0	0	23.1424	EVI5
ENST00000615519.4	0.0	0	44.364425	DIPK1A
ENST00000613902.4	0.0	0	55.15286666666666	DIPK1A
ENST00000616709.4	0.0	0	59.92873333333333	DIPK1A
ENST00000370310.5	0.0	0	58.4234	DIPK1A
ENST00000370214.9	0.0	0	46.1922	ABCD3
ENST00000634870.1	0.0	0	4.2753748	SLC44A3-AS1
ENST00000635184.1	0.0	0	3.6869266666666665	SLC44A3-AS1
ENST00000418366.2	0.0	0	8.280648	SLC44A3-AS1
ENST00000634861.1	0.0	0	4.6466	SLC44A3-AS1
ENST00000370203.9	0.0	0	4.47039	TLCD4
ENST00000604534.5	0.0	0	11.15626	TLCD4-RWDD3
ENST00000370112.8	0.0	0	24.130825	SLC30A7
ENST00000357650.9	0.0	0	24.403766666666662	SLC30A7
ENST00000358392.6	0.0	0	11.952438571428573	COL11A1
ENST00000353414.8	0.0	0	12.145327903225809	COL11A1
ENST00000370096.9	0.0	0	12.115579841269842	COL11A1
ENST00000512756.5	0.0	0	12.289606721311475	COL11A1
ENST00000461720.6	0.0	0	7.875602727272727	COL11A1
ENST00000645458.1	0.0	0	8.25063142857143	COL11A1
ENST00000644186.1	0.0	0	8.49745175	COL11A1
ENST00000647280.1	0.0	0	8.25063142857143	COL11A1
ENST00000370056.9	0.0	0	127.89763333333332	VAV3
ENST00000527011.5	0.0	0	119.65092384615384	VAV3
ENST00000307546.14	0.0	0	7.952933636363636	MAGI3
ENST00000369617.8	0.0	0	6.807351818181818	MAGI3
ENST00000369615.5	0.0	0	7.290189166666667	MAGI3
ENST00000369611.4	0.0	0	6.807351818181818	MAGI3
ENST00000440150.5	0.6542333257733038	3	4.58552	WARS2-AS1
ENST00000670000.1	0.7772503989885381	3	3.85976	WARS2-AS1
ENST00000418015.1	7.293685937125186	3	0.4113146666666666	WARS2-AS1
ENST00000367123.8	0.0	0	1.2721042857142857	SRGAP2C
ENST00000304465.7	0.0	0	0.6848533333333333	SRGAP2C
ENST00000612199.4	0.0	0	0.2418501428571428	SRGAP2B
ENST00000641863.3	0.0	0	0.2407988571428571	SRGAP2B
ENST00000619867.4	0.0	0	1.301	LINC00624
ENST00000630125.3	0.0	0	0.1266387142857143	CCDST
ENST00000669830.1	0.0	0	0.130153	CCDST
ENST00000420707.5	0.0	0	0.083333375	CCDST
ENST00000368799.2	0.0	0	0.0520105	FLG
