name	index	count_reads	coverage_after	gene
ENST00000370859.8	0.0	0	17.200461666666666	SLC44A5
ENST00000370855.5	0.0	0	15.875661666666668	SLC44A5
ENST00000370360.8	0.2777074937824378	12	43.21093333333333	GLMN
ENST00000367669.8	0.05183499108114185	3	57.8759625	COP1
ENST00000308769.12	0.07206309123637746	3	41.6301875	COP1
ENST00000303635.12	0.0	0	0.3584248333333333	CAMTA1
ENST00000700415.1	0.0	0	0.3194367368421053	CAMTA1
ENST00000476864.2	0.0	0	0.3478657647058824	CAMTA1
ENST00000700417.1	0.0	0	0.3801705	CAMTA1
ENST00000636203.1	0.0	0	30.454614	KAZN
ENST00000359600.6	0.0	0	3.3694133846153846	ZSWIM5
ENST00000371839.6	0.0	0	1.361406777777778	AGBL4
ENST00000371838.5	0.0	0	1.8690356	AGBL4
ENST00000371836.1	0.0	0	1.865855	AGBL4
ENST00000493793.2	0.0	0	137.75725	EPS15
ENST00000371730.6	0.0	0	137.75725	EPS15
ENST00000371733.8	0.0	0	137.75725	EPS15
ENST00000706287.1	0.0	0	138.0075	EPS15
ENST00000706288.1	0.0	0	138.096	EPS15
ENST00000706292.1	0.0	0	147.9035	EPS15
ENST00000646341.1	0.0	0	0.1566266666666666	ENSG00000234810
ENST00000443012.1	0.0	0	1.5861	ENSG00000226883
ENST00000329654.8	0.0	0	54.3575	PDE4B
ENST00000341517.9	0.0	0	53.960142857142856	PDE4B
ENST00000423207.6	0.0	0	53.96277857142857	PDE4B
ENST00000420587.5	0.1705994532116925	2	11.723367	GNG12-AS1
ENST00000413628.5	0.18683801248635326	2	10.704459833333331	GNG12-AS1
ENST00000557284.7	0.0	0	0.2082165	FPGT-TNNI3K
ENST00000370899.7	0.0	0	0.2650028181818182	FPGT-TNNI3K
ENST00000326637.8	0.0	0	0.2082165	TNNI3K
ENST00000328299.4	0.0	0	1.55389	ST6GALNAC3
ENST00000370801.8	0.0	0	54.4556	ZZZ3
ENST00000370798.5	0.0	0	57.44437	ZZZ3
ENST00000370721.5	0.0	0	50.977408636363634	ADGRL2
ENST00000370723.5	0.0	0	51.03615409090909	ADGRL2
ENST00000370725.5	0.0	0	49.03023434782609	ADGRL2
