name	index	count_reads	coverage_after	gene
ENST00000370859.8	0.0	0	8.8646	SLC44A5
ENST00000370855.5	0.0	0	8.16147	SLC44A5
ENST00000370360.8	0.5259528512488459	12	22.81573333333333	GLMN
ENST00000367669.8	0.10118847764275371	4	39.5301925	COP1
ENST00000308769.12	0.13862260593344608	4	28.8553225	COP1
ENST00000303635.12	0.0	0	0.3648418333333333	CAMTA1
ENST00000700415.1	0.0	0	0.3704844736842105	CAMTA1
ENST00000476864.2	0.0	0	0.4045367058823529	CAMTA1
ENST00000700417.1	0.0	0	0.4386965625	CAMTA1
ENST00000636203.1	0.0	0	21.55141013333333	KAZN
ENST00000359600.6	0.0	0	0.5646496153846153	ZSWIM5
ENST00000371839.6	0.0	0	0.3208761111111111	AGBL4
ENST00000371838.5	0.0	0	0.61753	AGBL4
ENST00000371836.1	0.0	0	0.487805	AGBL4
ENST00000493793.2	0.0	0	70.459475	EPS15
ENST00000371730.6	0.0	0	70.459475	EPS15
ENST00000371733.8	0.0	0	70.459475	EPS15
ENST00000706287.1	0.0	0	70.5839	EPS15
ENST00000706288.1	0.0	0	70.6279	EPS15
ENST00000706292.1	0.0	0	75.46305	EPS15
ENST00000443012.1	0.0	0	0.300604	ENSG00000226883
ENST00000329654.8	0.0	0	10.037872785714285	PDE4B
ENST00000341517.9	0.0	0	9.945379928571429	PDE4B
ENST00000423207.6	0.0	0	9.945922785714286	PDE4B
ENST00000420587.5	0.0	0	4.944155714285714	GNG12-AS1
ENST00000413628.5	0.0	0	4.989164333333333	GNG12-AS1
ENST00000557284.7	0.0	0	0.4611502857142857	FPGT-TNNI3K
ENST00000370899.7	0.0	0	0.5332237272727273	FPGT-TNNI3K
ENST00000326637.8	0.0	0	0.4611502857142857	TNNI3K
ENST00000328299.4	0.0	0	0.3369255	ST6GALNAC3
ENST00000370801.8	0.0	0	31.70118	ZZZ3
ENST00000370798.5	0.0	0	34.20398	ZZZ3
ENST00000370721.5	0.0	0	8.326114545454546	ADGRL2
ENST00000370723.5	0.0	0	8.327664545454546	ADGRL2
ENST00000370725.5	0.0	0	7.998200869565217	ADGRL2
ENST00000370727.5	0.0	0	8.361755454545454	ADGRL2
ENST00000370728.5	0.0	0	8.171214545454545	ADGRL2
ENST00000370730.5	0.0	0	8.560319999999999	ADGRL2
ENST00000370571.7	0.0	0	0.06913075	COL24A1
ENST00000645056.1	0.0	0	0.0269333333333333	PKN2-AS1
ENST00000370192.8	0.0	0	1.291464857142857	DPYD
ENST00000648951.1	0.0	0	0.3127348888888889	LINC01709
ENST00000657394.1	0.0	0	0.2562791428571428	LINC01709
ENST00000695767.1	0.0	0	0.8621356666666666	PDE4DIP
ENST00000695768.1	0.0	0	35.0120645	PDE4DIP
ENST00000706647.1	0.0	0	36.636784404761904	PDE4DIP
ENST00000530472.5	0.0	0	1.7622216666666666	PDE4DIP
ENST00000695794.1	0.0	0	33.4574652173913	PDE4DIP
ENST00000524974.5	0.0	0	34.24828393333333	PDE4DIP
ENST00000620605.4	0.0	0	0.2834825	PDE4DIP
ENST00000585156.5	0.0	0	33.52281304347826	PDE4DIP
ENST00000650631.1	0.0	0	3.5019666666666667	LINC00970
ENST00000715525.1	0.0	0	3.139412857142857	LINC00970
ENST00000715526.1	0.0	0	3.85916	LINC00970
ENST00000485254.3	0.0	0	0.0124777166666666	DNM3
ENST00000627582.3	0.0	0	0.0408328571428571	DNM3
ENST00000367731.5	0.0	0	0.0476383333333333	DNM3
ENST00000367649.8	0.0	0	49.67070666666667	RASAL2
ENST00000696605.1	0.0	0	49.385513333333336	RASAL2
ENST00000642319.1	0.0	0	45.44955	ACBD6
ENST00000367595.4	0.0	0	124.71085	ACBD6
ENST00000538004.5	0.006275927425175255	1	159.339	NEK7
ENST00000367385.9	0.005663091368316137	1	176.582	NEK7
ENST00000367007.5	0.0	0	0.0178306	KCNH1
ENST00000638498.1	0.0	0	0.0178306	KCNH1
ENST00000271751.10	0.0	0	0.05793	KCNH1
ENST00000639952.1	0.0	0	0.05794	KCNH1
ENST00000640044.1	0.0	0	0.017462175	KCNH1
ENST00000640566.1	0.0	0	0.03492435	KCNH1
ENST00000669535.1	0.0	0	0.02650825	LYPLAL1-DT
ENST00000687117.1	0.0	0	0.0149177	LYPLAL1-DT
ENST00000652067.1	0.0	0	0.08848	ENSG00000236230
ENST00000343846.7	0.0	0	0.135666	SUSD4
ENST00000484758.6	0.0	0	0.1360801666666666	SUSD4
ENST00000366878.9	0.0	0	0.1360801666666666	SUSD4
ENST00000494793.6	0.0	0	0.0919855	SUSD4
ENST00000681669.1	0.0	0	0.1360801666666666	SUSD4
ENST00000681305.1	0.0	0	0.1360801666666666	SUSD4
ENST00000681285.1	0.0	0	0.1367861666666666	SUSD4
ENST00000680429.1	0.0	0	0.1368221666666666	SUSD4
ENST00000366669.9	0.0	0	30.106166666666667	COG2
ENST00000366668.7	0.0	0	30.116786666666663	COG2
ENST00000534989.1	0.0	0	30.10889333333333	COG2
ENST00000602956.5	0.0	0	3.40939375	TSNAX-DISC1
ENST00000439617.8	0.0	0	4.6229375	DISC1
ENST00000628350.2	0.0	0	0.21418	DISC1
ENST00000535983.5	0.0	0	2.32839	DISC1
ENST00000366637.8	0.0	0	4.7456125	DISC1
ENST00000622252.4	0.0	0	4.6237075	DISC1
ENST00000630181.2	0.0	0	32.852850000000004	SMYD3
ENST00000490107.6	0.0	0	33.04575	SMYD3
ENST00000648019.1	0.0	0	0.0355556666666666	ENSG00000293331
ENST00000690803.1	0.0	0	8.359607142857143	GRHL3
ENST00000337495.9	0.0	0	24.790425384615386	SCMH1
ENST00000372596.5	0.0	0	23.70301428571429	SCMH1
ENST00000372597.5	0.0	0	24.268846153846155	SCMH1
ENST00000695335.1	0.0	0	23.959980714285717	SCMH1
