name	index	count_reads	coverage_after	gene
ENST00000373381.9	0.0	0	0.0485146326086956	CSMD2
ENST00000619121.4	0.0	0	0.0485154	CSMD2
ENST00000373388.7	0.0	0	0.0496014066666666	CSMD2
ENST00000370859.8	0.0	0	14.810553333333331	SLC44A5
ENST00000370855.5	0.0	0	13.31647	SLC44A5
ENST00000370360.8	0.13254337481940964	8	60.3576	GLMN
ENST00000431862.1	0.0	0	0.3850604666666667	ENSG00000228560
ENST00000367669.8	0.045493292298383683	4	87.92505	COP1
ENST00000308769.12	0.05842672175332749	4	68.461825	COP1
ENST00000303635.12	0.0	0	1.5919591666666666	CAMTA1
ENST00000700415.1	0.0	0	1.5334634210526317	CAMTA1
ENST00000476864.2	0.0	0	1.7182814705882352	CAMTA1
ENST00000700417.1	0.0	0	1.8190909375	CAMTA1
ENST00000636203.1	0.0	0	23.691663066666667	KAZN
ENST00000359600.6	0.0	0	3.033983846153846	ZSWIM5
ENST00000371839.6	0.0	0	0.7036796666666667	AGBL4
ENST00000371838.5	0.0	0	0.86123125	AGBL4
ENST00000371836.1	0.0	0	1.30488	AGBL4
ENST00000493793.2	0.0	0	170.77175	EPS15
ENST00000371730.6	0.0	0	170.77175	EPS15
ENST00000371733.8	0.0	0	170.77175	EPS15
ENST00000706287.1	0.0	0	171.073	EPS15
ENST00000706288.1	0.0	0	171.17875	EPS15
ENST00000706292.1	0.0	0	179.73225	EPS15
ENST00000646341.1	0.0	0	0.4859433333333333	ENSG00000234810
ENST00000443012.1	0.0	0	0.465257	ENSG00000226883
ENST00000635290.1	0.0	0	0.054083	ENSG00000231252
ENST00000329654.8	0.0	0	30.12161	PDE4B
ENST00000341517.9	0.0	0	29.94711714285714	PDE4B
ENST00000423207.6	0.0	0	29.94861714285714	PDE4B
ENST00000420587.5	0.3419898454420863	6	17.544380571428572	GNG12-AS1
ENST00000413628.5	0.3257691132765628	6	18.41795233333333	GNG12-AS1
ENST00000557284.7	0.0	0	0.7637757142857143	FPGT-TNNI3K
ENST00000370899.7	0.0	0	0.9720781818181818	FPGT-TNNI3K
ENST00000326637.8	0.0	0	0.7637757142857143	TNNI3K
ENST00000328299.4	0.0	0	3.125215	ST6GALNAC3
ENST00000370801.8	0.0	0	65.32648	ZZZ3
ENST00000370798.5	0.0	0	69.9303	ZZZ3
ENST00000370721.5	0.0	0	51.92190045454545	ADGRL2
ENST00000370723.5	0.0	0	52.22480954545455	ADGRL2
ENST00000370725.5	0.0	0	50.290035217391306	ADGRL2
ENST00000370727.5	0.0	0	52.46720454545454	ADGRL2
ENST00000370728.5	0.0	0	52.187636818181815	ADGRL2
ENST00000370730.5	0.0	0	54.55884285714286	ADGRL2
ENST00000370571.7	0.0	0	1.129999	COL24A1
ENST00000645056.1	0.0	0	0.0269333333333333	PKN2-AS1
ENST00000370192.8	0.0	0	7.994022857142857	DPYD
ENST00000648951.1	0.0	0	15.155366666666668	LINC01709
ENST00000657394.1	0.0	0	12.181385714285714	LINC01709
ENST00000695767.1	0.0	0	147.35353	PDE4DIP
ENST00000695768.1	0.0	0	140.01026045454546	PDE4DIP
ENST00000706647.1	0.0	0	149.54083571428572	PDE4DIP
ENST00000530472.5	0.0	0	176.63406666666666	PDE4DIP
ENST00000695794.1	0.0	0	139.55151	PDE4DIP
ENST00000524974.5	0.0	0	141.290348	PDE4DIP
ENST00000620605.4	0.0	0	94.7211	PDE4DIP
ENST00000585156.5	0.0	0	139.67181217391305	PDE4DIP
ENST00000650631.1	0.0	0	22.70564883333333	LINC00970
ENST00000715525.1	0.0	0	20.102257142857145	LINC00970
ENST00000715526.1	0.0	0	25.041614285714285	LINC00970
ENST00000715528.1	0.0	0	0.04640725	LINC00970
ENST00000715529.1	0.0	0	0.0309381666666666	LINC00970
ENST00000457405.2	0.0	0	0.04640725	LINC00970
ENST00000670085.1	0.0	0	0.0495341	ENSG00000231424
ENST00000688173.1	0.0	0	0.68919	DNM3
ENST00000485254.3	0.0	0	1.5806716666666667	DNM3
ENST00000627582.3	0.0	0	1.2656902857142858	DNM3
ENST00000355305.9	0.0	0	1.4948506666666668	DNM3
ENST00000367731.5	0.0	0	1.4766386666666669	DNM3
ENST00000520906.5	0.0	0	0.7554525	DNM3
ENST00000367649.8	0.019199098103167507	1	52.08578	RASAL2
ENST00000696605.1	0.019308567906688643	1	51.79048	RASAL2
ENST00000642319.1	0.0	0	108.313325	ACBD6
ENST00000367595.4	0.0	0	305.6905	ACBD6
ENST00000538004.5	0.004605641911341394	1	217.125	NEK7
ENST00000367385.9	0.0042631197510338064	1	234.57	NEK7
ENST00000367007.5	0.0	0	0.3187676	KCNH1
ENST00000638498.1	0.0	0	0.3179538	KCNH1
ENST00000271751.10	0.0	0	0.2145125	KCNH1
ENST00000639952.1	0.0	0	0.21454925	KCNH1
ENST00000640044.1	0.0	0	0.2054715	KCNH1
ENST00000640566.1	0.0	0	0.410943	KCNH1
ENST00000669535.1	0.0	0	0.109189	LYPLAL1-DT
ENST00000343846.7	0.0	0	2.4780166666666665	SUSD4
ENST00000484758.6	0.0	0	2.48574	SUSD4
ENST00000366878.9	0.0	0	2.481378333333333	SUSD4
ENST00000494793.6	0.0	0	2.313133333333333	SUSD4
ENST00000681669.1	0.0	0	2.481378333333333	SUSD4
ENST00000681305.1	0.0	0	2.481378333333333	SUSD4
ENST00000681285.1	0.0	0	2.487108333333333	SUSD4
ENST00000680429.1	0.0	0	2.4874	SUSD4
ENST00000344029.6	0.0	0	2.0340566666666664	SUSD4
ENST00000366669.9	0.0	0	51.62793333333333	COG2
ENST00000366668.7	0.0	0	51.64365333333333	COG2
ENST00000534989.1	0.0	0	51.63332	COG2
ENST00000602956.5	0.0	0	21.74810875	TSNAX-DISC1
ENST00000439617.8	0.036811295177812356	1	27.165575	DISC1
ENST00000628350.2	0.5040957781978577	1	1.98375	DISC1
ENST00000535983.5	0.06421782686873877	1	15.572	DISC1
ENST00000366637.8	0.03531207487572357	1	28.318925	DISC1
ENST00000622252.4	0.03680584182321418	1	27.1696	DISC1
ENST00000536534.7	0.0	0	0.59300328	PLD5
ENST00000427495.5	0.0	0	0.6275228	PLD5
ENST00000442594.6	0.0	0	0.6275228	PLD5
ENST00000407071.7	0.0	0	15.984411666666666	KIF26B
ENST00000630181.2	0.0	0	103.6646	SMYD3
ENST00000490107.6	0.0	0	104.3409	SMYD3
ENST00000419394.2	0.0	0	2.5	ENSG00000293331
ENST00000648019.1	0.0	0	3.552213333333333	ENSG00000293331
ENST00000690803.1	0.0	0	10.114241428571429	GRHL3
ENST00000337495.9	0.0	0	74.30888461538461	SCMH1
ENST00000372596.5	0.0	0	71.13375714285715	SCMH1
ENST00000372597.5	0.0	0	73.09276153846155	SCMH1
ENST00000695335.1	0.0	0	71.01922857142857	SCMH1
ENST00000695336.1	0.0	0	67.969125	SCMH1
ENST00000606738.3	0.0	0	1.2272698	TRABD2B
ENST00000452503.1	0.0	0	1.162734333333333	ENSG00000290466
ENST00000371847.8	0.0	0	13.74575	SPATA6
ENST00000396199.7	0.0	0	13.7472	SPATA6
ENST00000371843.7	0.0	0	15.18795	SPATA6
ENST00000287727.8	0.0	0	23.062639444444443	ZFYVE9
ENST00000371591.2	0.0	0	20.80767	ZFYVE9
ENST00000357206.6	0.0	0	22.791859411764705	ZFYVE9
ENST00000641611.1	0.0	0	10.49585	ENSG00000260971
ENST00000641155.1	0.0	0	2.465115	ENSG00000260971
ENST00000641177.1	0.0	0	1.260309	ENSG00000260971
ENST00000641942.1	0.0	0	2.72907	ENSG00000260971
ENST00000642129.1	0.0	0	2.72907	ENSG00000284686
ENST00000641502.1	0.0	0	1.392135	ENSG00000260971
ENST00000641594.1	0.0	0	1.4189725	ENSG00000260971
ENST00000647858.1	0.0	0	0.51485	FGGY-DT
ENST00000371218.8	0.0	0	31.00808	FGGY
ENST00000303721.12	0.0	0	30.92432	FGGY
ENST00000371212.5	0.0	0	30.95174	FGGY
ENST00000371210.1	0.0	0	30.95174	FGGY
ENST00000371059.7	0.0	0	13.306892352941176	LEPR
ENST00000371060.7	0.0	0	13.992237647058824	LEPR
ENST00000349533.11	0.0	0	12.95703311764706	LEPR
