name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000373381.9	0.0	0.031144717391304345	CSMD2	-	+
ENST00000619121.4	0.0	0.031138347826086956	CSMD2	-	+
ENST00000373388.7	0.0	0.03450784444444444	CSMD2	-	+
ENST00000370859.8	3.130795	10.683172222222222	SLC44A5	-	+
ENST00000370855.5	3.130795	8.867555555555557	SLC44A5	-	+
ENST00000370360.8	30.9107075	47.600833333333334	GLMN	-	+
ENST00000431862.1	0.0	0.0	ENSG00000228560	-	+
ENST00000367669.8	55.28186875	69.5326	COP1	-	+
ENST00000308769.12	58.81896	55.357775000000004	COP1	-	+
ENST00000303635.12	64.949358	0.8093735388888889	CAMTA1	+	-
ENST00000700415.1	55.9757975	0.7856695105263157	CAMTA1	+	-
ENST00000476864.2	70.750458	0.8678918058823529	CAMTA1	+	-
ENST00000700417.1	71.262478	0.87474379375	CAMTA1	+	-
ENST00000636203.1	0.8685865	25.9983336	KAZN	+	-
ENST00000359600.6	0.747356	1.101282076923077	ZSWIM5	-	+
ENST00000371839.6	0.79547	0.8716653333333333	AGBL4	-	+
ENST00000371838.5	0.79547	1.35177975	AGBL4	-	+
ENST00000371836.1	0.79547	0.487805	AGBL4	-	+
ENST00000493793.2	94.41801111111111	142.10525	EPS15	-	+
ENST00000371730.6	80.57077894736842	142.10525	EPS15	-	+
ENST00000371733.8	83.87172380952381	142.10525	EPS15	-	+
ENST00000706287.1	77.80284545454546	142.38825	EPS15	-	+
ENST00000706288.1	82.953665	142.48775	EPS15	-	+
ENST00000706292.1	80.8944761904762	153.3335	EPS15	-	+
ENST00000646341.1	0.0	0.310064	ENSG00000234810	+	-
ENST00000443012.1	0.0	0.0	ENSG00000226883	-	+
ENST00000635290.1	0.09797983333333334	0.0	ENSG00000231252	-	+
ENST00000634701.1	0.08398271428571429	0.0	ENSG00000231252	-	+
ENST00000329654.8	0.4424766666666667	12.950428571428573	PDE4B	+	-
ENST00000341517.9	0.4424766666666667	12.879028571428572	PDE4B	+	-
ENST00000423207.6	0.691136	12.87975	PDE4B	+	-
ENST00000420587.5	1.3717586666666666	11.361512714285714	GNG12-AS1	+	-
ENST00000413628.5	0.9393279999999999	11.433120666666667	GNG12-AS1	+	-
ENST00000661832.1	0.840206	0.0	LINC01707	+	-
ENST00000557284.7	7.102422615384615	0.2472667857142857	FPGT-TNNI3K	+	-
ENST00000370899.7	7.203468769230769	0.3147031818181818	FPGT-TNNI3K	+	-
ENST00000326637.8	0.969863090909091	0.2472667857142857	TNNI3K	+	-
ENST00000328299.4	4.412693333333333	1.5209350000000001	ST6GALNAC3	+	-
ENST00000370801.8	25.055274	59.17812	ZZZ3	-	+
ENST00000370798.5	26.769725	63.81272	ZZZ3	-	+
ENST00000370721.5	0.0	24.27985	ADGRL2	+	-
ENST00000370723.5	0.0	24.512186363636363	ADGRL2	+	-
ENST00000370725.5	0.0	23.533395652173912	ADGRL2	+	-
ENST00000370727.5	0.0	24.603095454545453	ADGRL2	+	-
ENST00000370728.5	0.0	24.44505	ADGRL2	+	-
ENST00000370730.5	0.0	25.6091	ADGRL2	+	-
ENST00000650063.1	0.0	0.0	ENSG00000233290	-	+
ENST00000370571.7	0.6744574464285714	2.2384925	COL24A1	-	+
ENST00000645056.1	1.00749	0.019733333333333335	PKN2-AS1	-	+
ENST00000656153.1	0.11621616666666666	0.0	ARHGAP29-AS1	+	-
ENST00000370192.8	1.9369441875	2.4671374285714287	DPYD	-	+
ENST00000648951.1	0.0	30.64452222222222	LINC01709	+	-
ENST00000657394.1	0.0	23.89452857142857	LINC01709	+	-
ENST00000663157.1	0.0	0.0	LINC01709	+	-
ENST00000656484.1	0.0	0.0	LINC01709	+	-
ENST00000695767.1	1.04674	152.85329388888889	PDE4DIP	+	-
ENST00000695768.1	1.04674	140.66628022727272	PDE4DIP	+	-
ENST00000706647.1	1.04674	150.93544047619048	PDE4DIP	+	-
ENST00000530472.5	1.12366	178.78101666666666	PDE4DIP	+	-
ENST00000695794.1	2.05574	141.13591152173913	PDE4DIP	+	-
ENST00000524974.5	2.2967	142.85780955555555	PDE4DIP	+	-
ENST00000620605.4	2.4023	123.58477500000001	PDE4DIP	+	-
ENST00000585156.5	2.4685	141.27521369565218	PDE4DIP	+	-
ENST00000650631.1	0.0	3.51184	LINC00970	-	+
ENST00000715525.1	0.0	3.101574285714286	LINC00970	-	+
ENST00000715526.1	0.0	3.69801	LINC00970	-	+
ENST00000715528.1	0.0	0.0	LINC00970	-	+
ENST00000715529.1	0.0	0.16666666666666666	LINC00970	-	+
ENST00000457405.2	0.0	0.0	LINC00970	-	+
ENST00000669750.1	0.5775825	0.0	ENSG00000231424	-	+
ENST00000670085.1	0.77011	0.0	ENSG00000231424	-	+
ENST00000664920.1	0.462066	0.0	ENSG00000231424	-	+
ENST00000688173.1	0.880083076923077	0.2522525	DNM3	+	-
ENST00000485254.3	0.7627386666666667	0.6394018333333333	DNM3	+	-
ENST00000627582.3	0.8172200000000001	0.5386078571428572	DNM3	+	-
ENST00000355305.9	0.7627386666666667	0.6198535000000001	DNM3	+	-
ENST00000367731.5	0.8172200000000001	0.6283758333333334	DNM3	+	-
ENST00000520906.5	0.8172200000000001	0.3355205	DNM3	+	-
ENST00000432694.2	0.0	0.0	ENSG00000224228	+	-
ENST00000367649.8	31.386866666666666	63.44804666666667	RASAL2	+	-
ENST00000696605.1	26.941480000000002	63.0487	RASAL2	+	-
ENST00000642319.1	245.35853333333333	72.092825	ACBD6	-	+
ENST00000367595.4	255.25733333333335	180.377	ACBD6	-	+
ENST00000294854.13	0.0	0.0	RGSL1	+	-
ENST00000655976.1	0.0	0.0	LINC01350	-	+
ENST00000439633.7	0.0	0.0	LINC01350	-	+
ENST00000665129.1	0.0	0.0	LINC01350	-	+
ENST00000656143.1	0.0	0.37889475	ENSG00000227240	+	-
ENST00000538004.5	133.72655555555556	227.196	NEK7	+	-
ENST00000367385.9	134.97171111111112	240.576	NEK7	+	-
ENST00000367007.5	0.0	0.26112599999999997	KCNH1	-	+
ENST00000638498.1	0.0	0.2621506	KCNH1	-	+
ENST00000271751.10	0.0	0.167525	KCNH1	-	+
ENST00000639952.1	0.0	0.16751075	KCNH1	-	+
ENST00000640044.1	0.0	0.2523275	KCNH1	-	+
ENST00000640566.1	0.0	0.504655	KCNH1	-	+
ENST00000657470.1	0.4487045	0.0	LYPLAL1-DT	-	+
ENST00000669535.1	0.4487045	0.24205149999999998	LYPLAL1-DT	-	+
ENST00000687117.1	0.4487045	0.29853	LYPLAL1-DT	-	+
ENST00000652067.1	0.0	0.07709166666666667	ENSG00000236230	-	+
ENST00000343846.7	1.172433	1.1344513333333333	SUSD4	-	+
ENST00000484758.6	2.4404	1.140488	SUSD4	-	+
ENST00000366878.9	1.927478	1.1361313333333334	SUSD4	-	+
ENST00000494793.6	1.9232226666666667	1.2733430000000001	SUSD4	-	+
ENST00000681669.1	1.593156	1.1361313333333334	SUSD4	-	+
ENST00000681305.1	1.467214	1.1361313333333334	SUSD4	-	+
ENST00000681285.1	1.43201975	1.1389963333333333	SUSD4	-	+
ENST00000680429.1	1.4087235	1.1391413333333333	SUSD4	-	+
ENST00000344029.6	1.948508	0.5366916666666667	SUSD4	-	+
ENST00000366669.9	30.139666666666667	47.79118	COG2	+	-
ENST00000366668.7	32.1937	47.82817333333333	COG2	+	-
ENST00000534989.1	24.330832333333333	47.79585333333333	COG2	+	-
ENST00000602956.5	112.61753999999999	8.53918	TSNAX-DISC1	+	-
ENST00000439617.8	9.304926666666667	10.81784	DISC1	+	-
ENST00000628350.2	8.032176666666667	0.483013	DISC1	+	-
ENST00000535983.5	9.33333	6.64619	DISC1	+	-
ENST00000366637.8	9.33333	11.30729	DISC1	+	-
ENST00000622252.4	9.37499625	10.82009	DISC1	+	-
ENST00000536534.7	0.404762	0.001010384	PLD5	-	+
ENST00000427495.5	0.404762	0.0	PLD5	-	+
ENST00000442594.6	0.33730166666666667	0.0	PLD5	-	+
ENST00000407071.7	5.263581111111111	8.412778333333334	KIF26B	+	-
ENST00000630181.2	24.23377	46.44405	SMYD3	-	+
ENST00000490107.6	25.82055	46.79155	SMYD3	-	+
ENST00000419394.2	0.20500766666666667	2.0	ENSG00000293331	-	+
ENST00000648019.1	21.280597399999998	2.8053966666666668	ENSG00000293331	-	+
ENST00000690803.1	0.0	23.584821428571427	GRHL3	+	-
ENST00000655056.1	0.0	0.0	ENSG00000223944	-	+
ENST00000337495.9	21.1766	49.77177692307692	SCMH1	-	+
ENST00000372596.5	20.83808	47.38467857142857	SCMH1	-	+
ENST00000372597.5	20.83808	48.611915384615386	SCMH1	-	+
ENST00000695335.1	17.407205	47.8126	SCMH1	-	+
ENST00000695336.1	31.7952	45.836483333333334	SCMH1	-	+
ENST00000606738.3	1.389925	0.9468989400000001	TRABD2B	-	+
ENST00000452503.1	0.0	0.14492766666666665	ENSG00000290466	-	+
ENST00000371847.8	2.8235436363636364	3.61906	SPATA6	-	+
ENST00000396199.7	3.004241	3.619525	SPATA6	-	+
ENST00000371843.7	3.1581345454545455	3.40601	SPATA6	-	+
ENST00000456002.2	0.0	0.0	ENSG00000229846	+	-
ENST00000287727.8	3.00633	19.89615866666667	ZFYVE9	+	-
ENST00000371591.2	4.62694	18.214628210526318	ZFYVE9	+	-
ENST00000357206.6	5.67742	19.204703294117646	ZFYVE9	+	-
ENST00000641611.1	0.0	2.713854	ENSG00000260971	-	+
ENST00000641155.1	0.0	1.802325	ENSG00000260971	-	+
ENST00000641177.1	0.0	1.9637	ENSG00000260971	-	+
ENST00000641942.1	0.0	2.89427	ENSG00000260971	-	+
ENST00000642129.1	387.474084	2.89427	ENSG00000284686	-	+
ENST00000641502.1	0.0	1.476405	ENSG00000260971	-	+
ENST00000641594.1	0.0	1.496585	ENSG00000260971	-	+
ENST00000647858.1	0.9231503333333333	0.1110405	FGGY-DT	-	+
ENST00000371218.8	10.903625833333333	14.633404	FGGY	+	-
ENST00000303721.12	12.33599090909091	14.597968	FGGY	+	-
ENST00000371212.5	11.76279	14.609572	FGGY	+	-
ENST00000371210.1	9.66274	14.609572	FGGY	+	-
ENST00000371059.7	221.43722333333335	15.24580411764706	LEPR	+	-
ENST00000371060.7	221.43722333333335	15.92524705882353	LEPR	+	-
ENST00000349533.11	227.46722333333335	15.074103882352942	LEPR	+	-
ENST00000344610.12	2.909835	15.085966	LEPR	+	-
ENST00000616738.4	2.909835	15.932582352941177	LEPR	+	-
ENST00000347310.10	0.0	0.006178114285714286	IL23R	+	-
ENST00000697154.1	0.0	0.0	IL23R	+	-
ENST00000697163.1	0.0	0.0	IL23R	+	-
ENST00000697230.1	0.0	0.0	IL23R	+	-
ENST00000697164.1	0.0	0.0	IL23R	+	-
ENST00000697165.1	0.0	0.0	IL23R	+	-
ENST00000643361.1	0.185606	0.14326766666666665	ENSG00000285407	+	-
ENST00000425517.1	0.2649006666666667	0.0	LINC01707	+	-
ENST00000651989.2	0.7543688749999999	0.05187110526315789	LRRC7	+	-
ENST00000310961.9	0.6212358888888889	0.0579895	LRRC7	+	-
ENST00000415775.2	0.6759188333333332	0.0559422	LRRC7	+	-
