name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000373381.9	0.0528812	0.1150853695652174	CSMD2	-	+
ENST00000619121.4	0.0528812	0.11505319565217391	CSMD2	-	+
ENST00000373388.7	0.0528812	0.11727955555555555	CSMD2	-	+
ENST00000370859.8	1.5937716666666666	7.148868888888889	SLC44A5	-	+
ENST00000370855.5	1.5937716666666666	6.047057777777778	SLC44A5	-	+
ENST00000370360.8	33.77392375	69.99996666666667	GLMN	-	+
ENST00000431862.1	0.0	0.0	ENSG00000228560	-	+
ENST00000367669.8	43.16207875	56.6999	COP1	-	+
ENST00000308769.12	45.97044666666667	38.93415	COP1	-	+
ENST00000303635.12	74.0400356	0.7612362222222222	CAMTA1	+	-
ENST00000700415.1	65.9310445	0.74334	CAMTA1	+	-
ENST00000476864.2	80.2398756	0.8081441176470588	CAMTA1	+	-
ENST00000700417.1	81.3056756	0.8791475	CAMTA1	+	-
ENST00000636203.1	0.625785	23.852435200000002	KAZN	+	-
ENST00000359600.6	0.93772	2.7910315384615383	ZSWIM5	-	+
ENST00000371839.6	0.691036	1.0456936666666667	AGBL4	-	+
ENST00000371838.5	0.691036	0.69202525	AGBL4	-	+
ENST00000371836.1	0.691036	0.90244	AGBL4	-	+
ENST00000493793.2	49.6647	90.565325	EPS15	-	+
ENST00000371730.6	38.74129473684211	90.565325	EPS15	-	+
ENST00000371733.8	40.41843	90.565325	EPS15	-	+
ENST00000706287.1	37.84142790909091	90.775575	EPS15	-	+
ENST00000706288.1	40.6594335	90.849575	EPS15	-	+
ENST00000706292.1	39.4183419047619	98.36132500000001	EPS15	-	+
ENST00000646341.1	0.0	0.0	ENSG00000234810	+	-
ENST00000443012.1	0.0	0.0196375	ENSG00000226883	-	+
ENST00000635290.1	0.10202016666666668	0.023293166666666667	ENSG00000231252	-	+
ENST00000634701.1	0.08744585714285714	0.0	ENSG00000231252	-	+
ENST00000329654.8	0.2805556666666667	8.954302857142856	PDE4B	+	-
ENST00000341517.9	0.470227	8.907917142857142	PDE4B	+	-
