name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000373381.9	0.0417392	0.0017060239130434782	CSMD2	-	+
ENST00000619121.4	0.0417392	0.001706686956521739	CSMD2	-	+
ENST00000373388.7	0.0417392	0.00175142	CSMD2	-	+
ENST00000370859.8	2.3723	7.4654155555555555	SLC44A5	-	+
ENST00000370855.5	2.3723	6.667276666666667	SLC44A5	-	+
ENST00000370360.8	20.827353125000002	38.047333333333334	GLMN	-	+
ENST00000431862.1	0.0	0.0	ENSG00000228560	-	+
ENST00000367669.8	28.827813125	39.9355925	COP1	-	+
ENST00000308769.12	30.85892266666667	29.36096	COP1	-	+
ENST00000303635.12	46.761203200000004	1.0372374444444445	CAMTA1	+	-
ENST00000700415.1	41.607654000000004	0.9822423157894737	CAMTA1	+	-
ENST00000476864.2	51.2481232	1.0889414117647058	CAMTA1	+	-
ENST00000700417.1	52.1802632	1.164774625	CAMTA1	+	-
ENST00000636203.1	0.0	18.332624066666668	KAZN	+	-
ENST00000359600.6	0.949471	2.3985390769230768	ZSWIM5	-	+
ENST00000371839.6	2.4839919999999998	2.0397512222222223	AGBL4	-	+
ENST00000371838.5	2.4839919999999998	2.25654675	AGBL4	-	+
ENST00000371836.1	2.4839919999999998	2.37805	AGBL4	-	+
ENST00000493793.2	85.79729999999999	103.45705	EPS15	-	+
ENST00000371730.6	70.17911052631578	103.45705	EPS15	-	+
ENST00000371733.8	71.4525480952381	103.45705	EPS15	-	+
ENST00000706287.1	66.84413545454545	103.6548	EPS15	-	+
ENST00000706288.1	71.609853	103.7238	EPS15	-	+
ENST00000706292.1	69.67993428571428	110.75455	EPS15	-	+
ENST00000646341.1	0.0	0.0	ENSG00000234810	+	-
ENST00000443012.1	0.00934579	0.169184	ENSG00000226883	-	+
ENST00000635290.1	0.6511528333333333	0.054083	ENSG00000231252	-	+
ENST00000634701.1	0.5581309999999999	0.05474266666666667	ENSG00000231252	-	+
ENST00000329654.8	0.5457233333333333	32.67760714285714	PDE4B	+	-
ENST00000341517.9	0.5457233333333333	32.48901428571428	PDE4B	+	-
ENST00000423207.6	7.3144	32.49087142857143	PDE4B	+	-
ENST00000420587.5	0.049382666666666665	9.279144142857144	GNG12-AS1	+	-
ENST00000413628.5	0.05167966666666667	9.763259833333334	GNG12-AS1	+	-
ENST00000661832.1	0.0	0.0	LINC01707	+	-
ENST00000557284.7	6.934603846153847	0.8616816428571429	FPGT-TNNI3K	+	-
ENST00000370899.7	7.0409500000000005	0.9535720909090909	FPGT-TNNI3K	+	-
ENST00000326637.8	1.1301045454545455	0.8892170714285714	TNNI3K	+	-
ENST00000328299.4	2.69419	0.481036	ST6GALNAC3	+	-
ENST00000370801.8	12.3101366	30.88017	ZZZ3	-	+
ENST00000370798.5	10.0936925	33.15639	ZZZ3	-	+
ENST00000370721.5	0.19420300000000001	51.00226309090909	ADGRL2	+	-
ENST00000370723.5	0.19420300000000001	50.92581136363636	ADGRL2	+	-
ENST00000370725.5	0.19420300000000001	48.88555869565217	ADGRL2	+	-
ENST00000370727.5	0.19420300000000001	51.037349999999996	ADGRL2	+	-
ENST00000370728.5	0.19420300000000001	50.78740227272727	ADGRL2	+	-
ENST00000370730.5	0.19420300000000001	53.13222380952381	ADGRL2	+	-
ENST00000650063.1	0.0	0.0	ENSG00000233290	-	+
ENST00000370571.7	0.8836878035714285	0.710055	COL24A1	-	+
ENST00000645056.1	0.93074	0.026933333333333333	PKN2-AS1	-	+
ENST00000656153.1	0.0	0.0	ARHGAP29-AS1	+	-
ENST00000370192.8	3.645443125	4.583794285714286	DPYD	-	+
ENST00000648951.1	0.0	0.0	LINC01709	+	-
ENST00000657394.1	0.0	0.0	LINC01709	+	-
ENST00000663157.1	0.0	0.0	LINC01709	+	-
ENST00000656484.1	0.0	0.0	LINC01709	+	-
ENST00000695767.1	0.0	0.7161076666666666	PDE4DIP	+	-
ENST00000695768.1	0.0	20.38257348409091	PDE4DIP	+	-
ENST00000706647.1	0.0	21.307404102380954	PDE4DIP	+	-
ENST00000530472.5	0.0	1.3890181666666666	PDE4DIP	+	-
ENST00000695794.1	0.0	19.470881789130434	PDE4DIP	+	-
ENST00000524974.5	0.0	19.91717494	PDE4DIP	+	-
ENST00000620605.4	0.0	0.17410725	PDE4DIP	+	-
ENST00000585156.5	0.0	19.510590484782607	PDE4DIP	+	-
ENST00000650631.1	0.0	21.643133333333335	LINC00970	-	+
ENST00000715525.1	0.0	20.438512857142857	LINC00970	-	+
ENST00000715526.1	0.0	23.912971428571428	LINC00970	-	+
ENST00000715528.1	0.0	0.0	LINC00970	-	+
ENST00000715529.1	0.0	0.0	LINC00970	-	+
ENST00000457405.2	0.0	0.0	LINC00970	-	+
ENST00000669750.1	1.05562205	0.0	ENSG00000231424	-	+
ENST00000670085.1	1.2520767333333334	0.24767	ENSG00000231424	-	+
ENST00000664920.1	0.81884484	0.610272	ENSG00000231424	-	+
ENST00000688173.1	1.0458103846153846	0.0	DNM3	+	-
ENST00000485254.3	0.9508134666666667	0.494836	DNM3	+	-
ENST00000627582.3	1.0187287142857142	0.4519147142857143	DNM3	+	-
ENST00000355305.9	0.9508134666666667	0.384319	DNM3	+	-
ENST00000367731.5	1.0187287142857142	0.5272338333333333	DNM3	+	-
ENST00000520906.5	1.0187287142857142	0.0	DNM3	+	-
ENST00000432694.2	0.276786	0.0	ENSG00000224228	+	-
ENST00000367649.8	7.712203333333333	23.598533333333332	RASAL2	+	-
ENST00000696605.1	5.674637333333333	23.47076	RASAL2	+	-
ENST00000642319.1	178.14343333333335	65.0195125	ACBD6	-	+
ENST00000367595.4	185.30766666666668	173.9915	ACBD6	-	+
ENST00000294854.13	0.0	0.0	RGSL1	+	-
ENST00000655976.1	0.0	0.0	LINC01350	-	+
ENST00000439633.7	0.0	0.0	LINC01350	-	+
ENST00000665129.1	0.0	0.0	LINC01350	-	+
ENST00000656143.1	0.0	0.0	ENSG00000227240	+	-
ENST00000538004.5	79.43938888888889	128.804	NEK7	+	-
ENST00000367385.9	80.96684444444445	135.827	NEK7	+	-
ENST00000367007.5	0.0	0.34716	KCNH1	-	+
ENST00000638498.1	0.0	0.3483426	KCNH1	-	+
ENST00000271751.10	0.0	0.171344	KCNH1	-	+
ENST00000639952.1	0.0	0.1713735	KCNH1	-	+
ENST00000640044.1	0.0	0.2939475	KCNH1	-	+
ENST00000640566.1	0.0	0.587895	KCNH1	-	+
ENST00000657470.1	0.697347	0.0	LYPLAL1-DT	-	+
ENST00000669535.1	0.74804775	0.01279705	LYPLAL1-DT	-	+
ENST00000687117.1	0.7314655	0.1039095	LYPLAL1-DT	-	+
ENST00000652067.1	0.0	0.17696	ENSG00000236230	-	+
ENST00000343846.7	1.796325	1.688527	SUSD4	-	+
ENST00000484758.6	1.4006500000000002	1.6907253333333334	SUSD4	-	+
ENST00000366878.9	2.1052463333333336	1.6905686666666666	SUSD4	-	+
ENST00000494793.6	2.112279	1.4586798333333333	SUSD4	-	+
ENST00000681669.1	1.6637950000000001	1.6905686666666666	SUSD4	-	+
ENST00000681305.1	1.6631475	1.6905686666666666	SUSD4	-	+
ENST00000681285.1	1.6013920000000001	1.6940503333333332	SUSD4	-	+
ENST00000680429.1	1.6398922500000002	1.694227	SUSD4	-	+
ENST00000344029.6	2.0704913333333335	1.7940656666666666	SUSD4	-	+
ENST00000366669.9	17.704766666666668	30.380686666666666	COG2	+	-
ENST00000366668.7	19.79703333333333	30.405026666666668	COG2	+	-
ENST00000534989.1	13.797964366666667	30.383673333333334	COG2	+	-
ENST00000602956.5	60.16996	15.00782625	TSNAX-DISC1	+	-
ENST00000439617.8	15.717705555555556	20.576825	DISC1	+	-
ENST00000628350.2	15.566315	1.56573	DISC1	+	-
ENST00000535983.5	15.757751111111112	10.8136	DISC1	+	-
ENST00000366637.8	15.757751111111112	20.915275	DISC1	+	-
ENST00000622252.4	15.1167825	20.579775	DISC1	+	-
ENST00000536534.7	1.911044	1.6701046	PLD5	-	+
ENST00000427495.5	1.542468	1.873928	PLD5	-	+
ENST00000442594.6	1.9956166666666666	1.873928	PLD5	-	+
ENST00000407071.7	3.5720555555555555	0.0	KIF26B	+	-
ENST00000630181.2	26.988652000000002	57.4032	SMYD3	-	+
ENST00000490107.6	27.776317	57.797799999999995	SMYD3	-	+
ENST00000419394.2	0.0	0.0	ENSG00000293331	-	+
ENST00000648019.1	0.0	0.12093933333333334	ENSG00000293331	-	+
ENST00000690803.1	0.0	7.086105	GRHL3	+	-
ENST00000655056.1	0.0	0.0	ENSG00000223944	-	+
ENST00000337495.9	28.50235	50.2109	SCMH1	-	+
ENST00000372596.5	28.0404	47.519642857142856	SCMH1	-	+
ENST00000372597.5	28.0404	48.68675384615385	SCMH1	-	+
ENST00000695335.1	20.94685	47.98368571428571	SCMH1	-	+
ENST00000695336.1	35.2892	44.768325	SCMH1	-	+
ENST00000606738.3	0.448917	1.9116974	TRABD2B	-	+
ENST00000452503.1	0.0	1.12464	ENSG00000290466	-	+
ENST00000371847.8	13.053676363636363	14.161850000000001	SPATA6	-	+
ENST00000396199.7	12.713142	14.1634	SPATA6	-	+
ENST00000371843.7	13.573053636363637	15.584150000000001	SPATA6	-	+
