name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000373381.9	0.0425976	0.005395119565217391	CSMD2	-	+
ENST00000619121.4	0.0425976	0.005386706739130435	CSMD2	-	+
ENST00000373388.7	0.0425976	0.0054200444444444445	CSMD2	-	+
ENST00000370859.8	2.0309566666666665	6.8328911111111115	SLC44A5	-	+
ENST00000370855.5	2.0309566666666665	6.1729811111111115	SLC44A5	-	+
ENST00000370360.8	11.21643875	22.971333333333334	GLMN	-	+
ENST00000431862.1	0.0	0.0	ENSG00000228560	-	+
ENST00000367669.8	23.004245	26.6162	COP1	-	+
ENST00000308769.12	24.353928	19.61346	COP1	-	+
ENST00000303635.12	23.85864	0.21859422222222222	CAMTA1	+	-
ENST00000700415.1	22.375	0.20622542105263159	CAMTA1	+	-
ENST00000476864.2	26.3307	0.2307424705882353	CAMTA1	+	-
ENST00000700417.1	26.76216	0.2439798125	CAMTA1	+	-
ENST00000636203.1	0.0	22.275423266666667	KAZN	+	-
ENST00000359600.6	0.0	1.567871076923077	ZSWIM5	-	+
ENST00000371839.6	0.3086194	0.8451247777777777	AGBL4	-	+
ENST00000371838.5	0.3086194	1.16392025	AGBL4	-	+
ENST00000371836.1	0.3086194	1.87805	AGBL4	-	+
ENST00000493793.2	45.65782222222222	62.14495	EPS15	-	+
ENST00000371730.6	37.45396842105263	62.14495	EPS15	-	+
ENST00000371733.8	38.711219047619046	62.14495	EPS15	-	+
ENST00000706287.1	35.917545454545454	62.2518	EPS15	-	+
ENST00000706288.1	38.231195	62.289575	EPS15	-	+
ENST00000706292.1	37.329638571428575	66.65295	EPS15	-	+
ENST00000646341.1	0.0	0.0	ENSG00000234810	+	-
ENST00000443012.1	0.0	0.0	ENSG00000226883	-	+
ENST00000635290.1	0.0	0.0	ENSG00000231252	-	+
ENST00000634701.1	0.0	0.0	ENSG00000231252	-	+
ENST00000329654.8	0.0	6.916804	PDE4B	+	-
ENST00000341517.9	0.0	6.864046857142857	PDE4B	+	-
ENST00000423207.6	0.0	6.864368285714286	PDE4B	+	-
ENST00000420587.5	1.529517	6.048395	GNG12-AS1	+	-
ENST00000413628.5	1.2524033333333333	5.2930275	GNG12-AS1	+	-
ENST00000661832.1	0.0	0.0	LINC01707	+	-
ENST00000557284.7	4.343840846153846	0.0	FPGT-TNNI3K	+	-
ENST00000370899.7	4.399733153846154	0.0	FPGT-TNNI3K	+	-
ENST00000326637.8	0.6194028181818182	0.0	TNNI3K	+	-
ENST00000328299.4	1.907983	0.6662665000000001	ST6GALNAC3	+	-
ENST00000370801.8	10.527594	24.572	ZZZ3	-	+
ENST00000370798.5	10.78424	26.09407	ZZZ3	-	+
ENST00000370721.5	0.195169	9.424054363636364	ADGRL2	+	-
ENST00000370723.5	0.195169	9.491860727272726	ADGRL2	+	-
ENST00000370725.5	0.195169	9.122649391304348	ADGRL2	+	-
ENST00000370727.5	0.195169	9.507595	ADGRL2	+	-
ENST00000370728.5	0.195169	9.309869818181818	ADGRL2	+	-
ENST00000370730.5	0.195169	9.722061428571429	ADGRL2	+	-
ENST00000650063.1	0.0	0.0	ENSG00000233290	-	+
ENST00000370571.7	0.19139848214285715	1.4674909999999999	COL24A1	-	+
ENST00000645056.1	0.5056166666666667	0.0	PKN2-AS1	-	+
ENST00000656153.1	0.0	0.0	ARHGAP29-AS1	+	-
ENST00000370192.8	1.0736715625	1.586302	DPYD	-	+
ENST00000648951.1	0.0	0.0	LINC01709	+	-
ENST00000657394.1	0.0	0.0	LINC01709	+	-
ENST00000663157.1	0.0	0.0	LINC01709	+	-
ENST00000656484.1	0.0	0.0	LINC01709	+	-
ENST00000695767.1	0.0	1.7378888888888888	PDE4DIP	+	-
ENST00000695768.1	0.0	24.39106909090909	PDE4DIP	+	-
ENST00000706647.1	0.0	25.491538333333335	PDE4DIP	+	-
ENST00000530472.5	0.0	2.6068333333333333	PDE4DIP	+	-
ENST00000695794.1	0.0	23.295633760869567	PDE4DIP	+	-
ENST00000524974.5	0.0	23.832562733333333	PDE4DIP	+	-
ENST00000620605.4	0.0	0.0	PDE4DIP	+	-
ENST00000585156.5	0.0	23.341990282608695	PDE4DIP	+	-
ENST00000650631.1	0.0	3.9727183333333334	LINC00970	-	+
ENST00000715525.1	0.0	3.6509071428571427	LINC00970	-	+
ENST00000715526.1	0.0	4.616701428571429	LINC00970	-	+
ENST00000715528.1	0.0	0.0	LINC00970	-	+
ENST00000715529.1	0.0	0.0	LINC00970	-	+
ENST00000457405.2	0.0	0.0	LINC00970	-	+
ENST00000669750.1	0.17595825	0.0	ENSG00000231424	-	+
ENST00000670085.1	0.23461100000000001	0.0	ENSG00000231424	-	+
ENST00000664920.1	0.120238	0.0	ENSG00000231424	-	+
ENST00000688173.1	0.07091930769230768	0.0	DNM3	+	-
