name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000373381.9	0.0	0.022850795652173912	CSMD2	-	+
ENST00000619121.4	0.0	0.022842932608695653	CSMD2	-	+
ENST00000373388.7	0.0	0.02330453111111111	CSMD2	-	+
ENST00000370859.8	2.1791466666666666	5.689794444444445	SLC44A5	-	+
ENST00000370855.5	2.1791466666666666	5.020427777777778	SLC44A5	-	+
ENST00000370360.8	25.03696375	37.4988	GLMN	-	+
ENST00000431862.1	0.131579	0.258467	ENSG00000228560	-	+
ENST00000367669.8	53.052119375000004	62.885075	COP1	-	+
ENST00000308769.12	56.51968	51.19805	COP1	-	+
ENST00000303635.12	53.80608	0.514213	CAMTA1	+	-
ENST00000700415.1	51.17075	0.5417327368421052	CAMTA1	+	-
ENST00000476864.2	58.84042	0.6039154117647059	CAMTA1	+	-
ENST00000700417.1	59.32524	0.642733875	CAMTA1	+	-
ENST00000636203.1	0.93396	26.208829733333335	KAZN	+	-
ENST00000359600.6	0.3396	1.8773527692307692	ZSWIM5	-	+
ENST00000371839.6	0.308295	0.4586137777777778	AGBL4	-	+
ENST00000371838.5	0.308295	0.207317	AGBL4	-	+
ENST00000371836.1	0.308295	0.414634	AGBL4	-	+
ENST00000493793.2	79.5346111111111	106.53005	EPS15	-	+
ENST00000371730.6	68.91327894736843	106.53005	EPS15	-	+
ENST00000371733.8	71.56475714285715	106.53005	EPS15	-	+
ENST00000706287.1	66.99334454545455	106.7216	EPS15	-	+
ENST00000706288.1	72.01413	106.78935	EPS15	-	+
ENST00000706292.1	69.8441380952381	114.3166	EPS15	-	+
ENST00000646341.1	0.0	0.0	ENSG00000234810	+	-
ENST00000443012.1	0.0	0.490937	ENSG00000226883	-	+
ENST00000635290.1	0.0	0.0	ENSG00000231252	-	+
ENST00000634701.1	0.0	0.0	ENSG00000231252	-	+
ENST00000329654.8	0.0	11.258456428571428	PDE4B	+	-
ENST00000341517.9	0.0	11.175970714285715	PDE4B	+	-
ENST00000423207.6	1.17452	11.176470714285715	PDE4B	+	-
ENST00000420587.5	1.62469	9.692815714285715	GNG12-AS1	+	-
ENST00000413628.5	1.6382433333333333	9.848545	GNG12-AS1	+	-
ENST00000661832.1	0.0	0.0	LINC01707	+	-
ENST00000557284.7	5.912980769230769	0.0	FPGT-TNNI3K	+	-
ENST00000370899.7	5.983326923076923	0.0	FPGT-TNNI3K	+	-
ENST00000326637.8	0.3975772727272727	0.0	TNNI3K	+	-
ENST00000328299.4	3.5664766666666665	2.138835	ST6GALNAC3	+	-
ENST00000370801.8	18.18438	49.38702	ZZZ3	-	+
ENST00000370798.5	17.887205	53.03645	ZZZ3	-	+
ENST00000370721.5	0.34492666666666666	20.476045454545453	ADGRL2	+	-
ENST00000370723.5	0.34492666666666666	20.48299090909091	ADGRL2	+	-
ENST00000370725.5	0.34492666666666666	19.715252173913044	ADGRL2	+	-
ENST00000370727.5	0.34492666666666666	20.6114	ADGRL2	+	-
ENST00000370728.5	0.34492666666666666	20.400863636363635	ADGRL2	+	-
ENST00000370730.5	0.34492666666666666	21.372333333333334	ADGRL2	+	-
ENST00000650063.1	0.0	0.0	ENSG00000233290	-	+
ENST00000370571.7	0.2592250071428571	0.4830435	COL24A1	-	+
ENST00000645056.1	0.7265933333333333	0.0236	PKN2-AS1	-	+
ENST00000656153.1	0.0	0.0	ARHGAP29-AS1	+	-
ENST00000370192.8	1.206874125	1.222557	DPYD	-	+
ENST00000648951.1	0.0	19.238655555555553	LINC01709	+	-
ENST00000657394.1	0.0	15.199100000000001	LINC01709	+	-
ENST00000663157.1	0.0	0.0	LINC01709	+	-
ENST00000656484.1	0.0	0.0	LINC01709	+	-
ENST00000695767.1	0.190317	138.8027888888889	PDE4DIP	+	-
ENST00000695768.1	0.190317	138.91710227272728	PDE4DIP	+	-
ENST00000706647.1	0.190317	148.6932880952381	PDE4DIP	+	-
ENST00000530472.5	0.204301	166.42033333333333	PDE4DIP	+	-
ENST00000695794.1	0.37377	138.16193913043477	PDE4DIP	+	-
ENST00000524974.5	0.417582	140.16838666666666	PDE4DIP	+	-
ENST00000620605.4	0.436782	110.31524999999999	PDE4DIP	+	-
ENST00000585156.5	0.448819	138.26749347826086	PDE4DIP	+	-
ENST00000650631.1	0.0	20.729783333333334	LINC00970	-	+
ENST00000715525.1	0.0	18.58617142857143	LINC00970	-	+
ENST00000715526.1	0.0	22.903499999999998	LINC00970	-	+
ENST00000715528.1	0.0	0.0	LINC00970	-	+
ENST00000715529.1	0.0	0.0	LINC00970	-	+
ENST00000457405.2	0.0	0.0	LINC00970	-	+
ENST00000669750.1	1.9416225	0.0	ENSG00000231424	-	+
ENST00000670085.1	1.41296	0.0	ENSG00000231424	-	+
ENST00000664920.1	1.972218	0.0	ENSG00000231424	-	+
ENST00000688173.1	0.3954532307692308	0.0	DNM3	+	-
ENST00000485254.3	0.5402466666666667	0.49399333333333334	DNM3	+	-
ENST00000627582.3	0.5800862142857143	0.48784857142857146	DNM3	+	-
ENST00000355305.9	0.5415114666666666	0.5439363333333334	DNM3	+	-
ENST00000367731.5	0.5801908571428571	0.5691566666666666	DNM3	+	-
ENST00000520906.5	0.5818702142857143	0.00977325	DNM3	+	-
ENST00000432694.2	0.0	0.0	ENSG00000224228	+	-
ENST00000367649.8	37.956066666666665	72.04226	RASAL2	+	-
ENST00000696605.1	34.70742333333333	71.59124666666666	RASAL2	+	-
ENST00000642319.1	233.85526666666667	68.29548750000001	ACBD6	-	+
ENST00000367595.4	243.92883333333333	170.64100000000002	ACBD6	-	+
ENST00000294854.13	0.0	0.0	RGSL1	+	-
ENST00000655976.1	0.0	0.0	LINC01350	-	+
ENST00000439633.7	0.0	0.0	LINC01350	-	+
ENST00000665129.1	0.0	0.0	LINC01350	-	+
ENST00000656143.1	0.0	0.0	ENSG00000227240	+	-
ENST00000538004.5	144.69644444444444	250.955	NEK7	+	-
ENST00000367385.9	146.92612222222223	232.632	NEK7	+	-
ENST00000367007.5	0.06728542857142858	0.2998962	KCNH1	-	+
ENST00000638498.1	0.06728542857142858	0.301512	KCNH1	-	+
ENST00000271751.10	0.06728542857142858	0.2832985	KCNH1	-	+
ENST00000639952.1	0.06728542857142858	0.28332675	KCNH1	-	+
ENST00000640044.1	0.0	0.22272025	KCNH1	-	+
ENST00000640566.1	0.0	0.2078	KCNH1	-	+
ENST00000657470.1	0.29917825	0.0	LYPLAL1-DT	-	+
ENST00000669535.1	0.29917825	0.1599635	LYPLAL1-DT	-	+
ENST00000687117.1	0.29917825	0.2659465	LYPLAL1-DT	-	+
ENST00000652067.1	0.0	0.0	ENSG00000236230	-	+
ENST00000343846.7	0.111111	0.122832	SUSD4	-	+
ENST00000484758.6	0.464674	0.12389166666666666	SUSD4	-	+
ENST00000366878.9	0.30978266666666665	0.12389166666666666	SUSD4	-	+
ENST00000494793.6	0.30978266666666665	0.0	SUSD4	-	+
ENST00000681669.1	0.232337	0.12389166666666666	SUSD4	-	+
ENST00000681305.1	0.232337	0.12389166666666666	SUSD4	-	+
ENST00000681285.1	0.232337	0.125699	SUSD4	-	+
ENST00000680429.1	0.232337	0.12579083333333332	SUSD4	-	+
ENST00000344029.6	0.30978266666666665	0.0	SUSD4	-	+
ENST00000366669.9	27.116966666666666	45.408053333333335	COG2	+	-
ENST00000366668.7	29.748566666666665	45.433013333333335	COG2	+	-
ENST00000534989.1	20.651514	45.41258	COG2	+	-
ENST00000602956.5	112.21438	7.83283125	TSNAX-DISC1	+	-
ENST00000439617.8	8.173805222222223	8.631845	DISC1	+	-
ENST00000628350.2	6.576576333333334	0.84195	DISC1	+	-
ENST00000535983.5	8.190629777777778	4.89619	DISC1	+	-
ENST00000366637.8	8.190629777777778	8.841165	DISC1	+	-
ENST00000622252.4	7.797471	8.633495	DISC1	+	-
ENST00000536534.7	0.5138422	0.21449588	PLD5	-	+
ENST00000427495.5	0.5138422	0.22499526	PLD5	-	+
ENST00000442594.6	0.42820183333333334	0.22499526	PLD5	-	+
ENST00000407071.7	5.482513333333333	5.8292166666666665	KIF26B	+	-
ENST00000630181.2	13.66385	26.9767	SMYD3	-	+
ENST00000490107.6	14.225083	27.14235	SMYD3	-	+
ENST00000419394.2	0.0	11.4167	ENSG00000293331	-	+
ENST00000648019.1	16.304940000000002	3.55505	ENSG00000293331	-	+
ENST00000690803.1	0.0	13.971072857142858	GRHL3	+	-
ENST00000655056.1	0.0	0.0	ENSG00000223944	-	+
ENST00000337495.9	10.139805	42.35421538461539	SCMH1	-	+
ENST00000372596.5	10.050740000000001	40.273471428571426	SCMH1	-	+
ENST00000372597.5	10.050740000000001	40.97292307692308	SCMH1	-	+
ENST00000695335.1	8.8232535	40.73083571428572	SCMH1	-	+
ENST00000695336.1	18.4578	38.7981	SCMH1	-	+
ENST00000606738.3	0.46299265	0.9396172	TRABD2B	-	+
ENST00000452503.1	0.0	0.0	ENSG00000290466	-	+
ENST00000371847.8	3.963050909090909	2.278945	SPATA6	-	+
ENST00000396199.7	3.887997	2.2794	SPATA6	-	+
ENST00000371843.7	4.421780909090909	2.32658	SPATA6	-	+
ENST00000456002.2	0.0	0.0	ENSG00000229846	+	-
ENST00000287727.8	4.32595	16.211475555555555	ZFYVE9	+	-
ENST00000371591.2	6.02073	14.717165789473684	ZFYVE9	+	-
ENST00000357206.6	8.58065	15.29757411764706	ZFYVE9	+	-
ENST00000641611.1	0.0	3.9328371428571427	ENSG00000260971	-	+
ENST00000641155.1	0.0	1.997095	ENSG00000260971	-	+
ENST00000641177.1	0.0	0.9670133333333334	ENSG00000260971	-	+
ENST00000641942.1	0.0	1.62775	ENSG00000260971	-	+
ENST00000642129.1	354.58135	1.62775	ENSG00000284686	-	+
ENST00000641502.1	0.0	0.830335	ENSG00000260971	-	+
ENST00000641594.1	0.0	0.9744975	ENSG00000260971	-	+
ENST00000647858.1	0.8747533333333333	0.0	FGGY-DT	-	+
ENST00000371218.8	8.079695833333334	10.110616	FGGY	+	-
ENST00000303721.12	8.905366363636363	10.093372	FGGY	+	-
