name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000373381.9	0.0	0.0	CSMD2	-	+
ENST00000619121.4	0.0	0.0	CSMD2	-	+
ENST00000373388.7	0.0	0.0	CSMD2	-	+
ENST00000370859.8	3.387958333333333	8.8646	SLC44A5	-	+
ENST00000370855.5	3.387958333333333	8.16147	SLC44A5	-	+
ENST00000370360.8	16.391553125	22.815733333333334	GLMN	-	+
ENST00000431862.1	0.0	0.0	ENSG00000228560	-	+
ENST00000367669.8	29.6601675	39.5301925	COP1	-	+
ENST00000308769.12	31.737531333333333	28.8553225	COP1	-	+
ENST00000303635.12	31.9084	0.3648418333333333	CAMTA1	+	-
ENST00000700415.1	27.364575	0.3704844736842105	CAMTA1	+	-
ENST00000476864.2	34.65496	0.4045367058823529	CAMTA1	+	-
ENST00000700417.1	35.06432	0.4386965625	CAMTA1	+	-
ENST00000636203.1	0.0	21.551410133333334	KAZN	+	-
ENST00000359600.6	0.237368	0.5646496153846153	ZSWIM5	-	+
ENST00000371839.6	0.783506	0.3208761111111111	AGBL4	-	+
ENST00000371838.5	0.783506	0.61753	AGBL4	-	+
ENST00000371836.1	0.783506	0.487805	AGBL4	-	+
ENST00000493793.2	55.41820666666667	70.459475	EPS15	-	+
ENST00000371730.6	46.56267368421052	70.459475	EPS15	-	+
ENST00000371733.8	47.88041047619048	70.459475	EPS15	-	+
ENST00000706287.1	44.63723636363636	70.5839	EPS15	-	+
ENST00000706288.1	47.9026495	70.6279	EPS15	-	+
ENST00000706292.1	46.558544285714284	75.46305	EPS15	-	+
ENST00000646341.1	0.0	0.0	ENSG00000234810	+	-
ENST00000443012.1	0.0	0.300604	ENSG00000226883	-	+
ENST00000635290.1	0.0	0.0	ENSG00000231252	-	+
ENST00000634701.1	0.0	0.0	ENSG00000231252	-	+
ENST00000329654.8	0.0	10.037872785714285	PDE4B	+	-
ENST00000341517.9	0.0	9.945379928571429	PDE4B	+	-
ENST00000423207.6	1.72715	9.945922785714286	PDE4B	+	-
ENST00000420587.5	0.0	4.944155714285714	GNG12-AS1	+	-
ENST00000413628.5	0.0	4.989164333333333	GNG12-AS1	+	-
ENST00000661832.1	0.0	0.0	LINC01707	+	-
ENST00000557284.7	5.433350153846154	0.46115028571428573	FPGT-TNNI3K	+	-
ENST00000370899.7	5.519011692307692	0.5332237272727273	FPGT-TNNI3K	+	-
ENST00000326637.8	0.5295501818181818	0.46115028571428573	TNNI3K	+	-
ENST00000328299.4	2.64993	0.3369255	ST6GALNAC3	+	-
ENST00000370801.8	14.38496	31.70118	ZZZ3	-	+
ENST00000370798.5	14.862025	34.20398	ZZZ3	-	+
ENST00000370721.5	0.0	8.326114545454546	ADGRL2	+	-
ENST00000370723.5	0.0	8.327664545454546	ADGRL2	+	-
ENST00000370725.5	0.0	7.998200869565217	ADGRL2	+	-
ENST00000370727.5	0.0	8.361755454545454	ADGRL2	+	-
ENST00000370728.5	0.0	8.171214545454545	ADGRL2	+	-
