name	coverage_before_LINE	coverage_after_LINE	gene	strand_transcript	strand_LINE
ENST00000373381.9	0.0	0.0	CSMD2	-	+
ENST00000619121.4	0.0	0.0	CSMD2	-	+
ENST00000373388.7	0.0	0.0	CSMD2	-	+
ENST00000370859.8	16.236383333333336	30.703405555555555	SLC44A5	-	+
ENST00000370855.5	16.236383333333336	27.9685	SLC44A5	-	+
ENST00000370360.8	29.28738125	43.37233333333333	GLMN	-	+
ENST00000431862.1	0.0	0.0	ENSG00000228560	-	+
ENST00000367669.8	57.5050375	73.3098	COP1	-	+
ENST00000308769.12	60.69770666666667	61.049775	COP1	-	+
ENST00000303635.12	82.355253	0.17493957222222223	CAMTA1	+	-
ENST00000700415.1	71.74364125000001	0.17647948947368422	CAMTA1	+	-
ENST00000476864.2	89.27611300000001	0.2002689	CAMTA1	+	-
ENST00000700417.1	89.57151300000001	0.21014551875	CAMTA1	+	-
ENST00000636203.1	0.679245	31.803972133333332	KAZN	+	-
ENST00000359600.6	0.204465	0.6278076153846154	ZSWIM5	-	+
ENST00000371839.6	0.6048359999999999	0.4929271111111111	AGBL4	-	+
ENST00000371838.5	0.6048359999999999	0.55314975	AGBL4	-	+
ENST00000371836.1	0.6048359999999999	0.0	AGBL4	-	+
ENST00000493793.2	75.4398	99.89345	EPS15	-	+
ENST00000371730.6	65.92618421052632	99.89345	EPS15	-	+
ENST00000371733.8	67.90218095238096	99.89345	EPS15	-	+
ENST00000706287.1	63.357682272727274	100.08212499999999	EPS15	-	+
ENST00000706288.1	67.769505	100.14885	EPS15	-	+
ENST00000706292.1	65.84394761904763	107.748725	EPS15	-	+
ENST00000646341.1	0.0	0.0	ENSG00000234810	+	-
ENST00000443012.1	0.0	0.0	ENSG00000226883	-	+
ENST00000635290.1	0.0	0.0	ENSG00000231252	-	+
ENST00000634701.1	0.0	0.0	ENSG00000231252	-	+
ENST00000329654.8	0.33359133333333335	8.30141	PDE4B	+	-
ENST00000341517.9	0.33359133333333335	8.239481428571429	PDE4B	+	-
ENST00000423207.6	3.31994	8.239902857142857	PDE4B	+	-
ENST00000420587.5	1.7456129999999999	6.5405120000000005	GNG12-AS1	+	-
ENST00000413628.5	1.5370533333333334	5.9286705	GNG12-AS1	+	-
ENST00000661832.1	0.0	0.0	LINC01707	+	-
ENST00000557284.7	4.991181461538462	0.35556878571428574	FPGT-TNNI3K	+	-
ENST00000370899.7	5.045950692307692	0.4525420909090909	FPGT-TNNI3K	+	-
ENST00000326637.8	0.45636218181818183	0.35556878571428574	TNNI3K	+	-
ENST00000328299.4	1.63632	0.796234	ST6GALNAC3	+	-
ENST00000370801.8	22.02046	46.15367	ZZZ3	-	+
ENST00000370798.5	22.577175	50.0449	ZZZ3	-	+
ENST00000370721.5	0.0	9.306858409090909	ADGRL2	+	-
ENST00000370723.5	0.0	9.034776590909091	ADGRL2	+	-
ENST00000370725.5	0.0	8.641960217391304	ADGRL2	+	-
ENST00000370727.5	0.0	9.001210136363635	ADGRL2	+	-
